	1Pulse-H_(Benzyl_benzoate)	1Pulse-H_(Cis_Decahydronaftalene)	1Pulse-H_(EthylPhenylPropiolate)	1Pulse-H_(m-Anisaldehyde)	1Pulse-H_(Mieszanina_4)	
9.2525	0.000215102	-9.61601e-05	-0.000263878	0.033021	0.000178068	
9.25425	0.000208242	-0.000140968	-0.000223026	0.0310956	0.000195613	
9.25601	0.000159978	-0.000185776	-0.000182173	0.0292367	0.000213158	
9.25776	0.000111715	-0.000211925	-0.00020837	0.0274859	0.000250503	
9.25952	6.34512e-05	-0.000238074	-0.000234567	0.0259347	0.000287848	
9.26128	7.64302e-05	-0.000231051	-0.000230798	0.0245531	0.000328201	
9.26303	0.000130813	-0.000224028	-0.000227029	0.023238	0.000320431	
9.26479	0.00016196	-0.000189845	-0.000242551	0.0220098	0.00030721	
9.26654	0.000151703	-0.000155662	-0.000258072	0.0209279	0.000293989	
9.2683	0.000105219	-0.000181189	-0.000273594	0.0199217	0.000301821	
9.27005	5.87341e-05	-0.000206716	-0.000289116	0.0189154	0.000309654	
9.27181	6.09848e-05	-0.000190363	-0.000247326	0.0179458	0.000304954	
9.27357	6.32356e-05	-0.000174011	-0.000205537	0.0170959	0.000300255	
9.27532	8.36004e-05	-0.000157658	-0.000193715	0.0163325	0.000295555	
9.27708	0.000103965	-0.000141305	-0.000181892	0.015569	0.000290856	
9.27883	0.000121742	-0.00015574	-0.000184116	0.0148353	0.000283149	
9.28059	9.81158e-05	-0.000170175	-0.00018634	0.0142213	0.000275441	
9.28235	7.44894e-05	-0.000164707	-0.000218531	0.0136888	0.000307837	
9.2841	9.22665e-05	-0.000159239	-0.000250721	0.0131563	0.000340232	
9.28586	0.000142821	-0.000134697	-0.000246577	0.0126056	0.000309967	
9.28761	0.000193376	-0.000110155	-0.000242434	0.0120947	0.000279702	
9.28937	0.000184413	-0.000118784	-0.000268256	0.011657	0.000275504	
9.29112	0.000175451	-0.000127414	-0.000294079	0.0112193	0.000319429	
9.29288	0.000163051	-0.000131716	-0.000290368	0.0108077	0.000354205	
9.29464	0.000150652	-0.000136018	-0.000286657	0.010436	0.000340858	
9.29639	0.000138252	-0.00014032	-0.000282947	0.0101109	0.000333527	
9.29815	0.000125853	-0.000144622	-0.000279236	0.00978583	0.000326196	
9.2999	0.000122942	-0.000136899	-0.000251927	0.00945491	0.000357964	
9.30166	0.000120031	-0.000129177	-0.000224618	0.0091639	0.000389733	
9.30342	0.000117119	-0.000141357	-0.000227275	0.00889284	0.000381399	
9.30517	0.000114208	-0.000153537	-0.000229932	0.00862179	0.000373065	
9.30693	0.000116904	-0.00016748	-0.000233245	0.00836778	0.000373128	
9.30868	0.000119599	-0.000181423	-0.000236557	0.00815368	0.000373191	
9.31044	0.000140409	-0.000148924	-0.00022189	0.00794373	0.000413356	
9.31219	0.000161218	-0.000116426	-0.000207223	0.00769388	0.000453521	
9.31395	0.000163914	-0.000106319	-0.000249492	0.00743488	0.000436039	
9.31571	0.000125206	-9.6212e-05	-0.000291761	0.0072424	0.000418556	
9.31746	8.64981e-05	-0.000145814	-0.000259863	0.00709897	0.000401074	
9.31922	8.91936e-05	-0.000195417	-0.000227965	0.00691564	0.000383592	
9.32097	0.000125179	-0.000204721	-0.000207773	0.0066912	0.000376762	
9.32273	0.000161164	-0.000214024	-0.000247514	0.00646675	0.000369932	
9.32449	0.000151433	-0.000176887	-0.000291749	0.00628222	0.000387164	
9.32624	0.000141703	-0.00013975	-0.000300025	0.00609769	0.000404395	
9.328	0.000142323	-0.000100125	-0.000284703	0.00592896	0.000431402	
9.32975	0.000142943	-6.05002e-05	-0.00026938	0.00580013	0.000458408	
9.33151	0.000143563	-9.38537e-05	-0.00026979	0.0056738	0.000494438	
9.33326	0.000144183	-0.000127207	-0.000270199	0.00550757	0.000530467	
9.33502	0.000124101	-0.000122413	-0.00027707	0.00532116	0.000550706	
9.33678	0.000104019	-0.000117618	-0.000283942	0.00517467	0.000522822	
9.33853	0.00011844	-0.000168387	-0.000290813	0.00506975	0.000494939	
9.34029	0.000132861	-0.000219156	-0.000297684	0.00496483	0.000515178	
9.34204	0.000162377	-0.000225142	-0.000256234	0.00482374	0.000523136	
9.3438	0.000191893	-0.000164785	-0.000214785	0.00468266	0.000531094	
9.34556	0.000186907	-0.000121843	-0.000216787	0.00460808	0.000534039	
9.34731	0.00018192	-0.000145244	-0.000254748	0.00453351	0.000585106	
9.34907	0.000159507	-0.000176576	-0.000271487	0.00443354	0.000656022	
9.35082	0.000137093	-0.000168102	-0.000252266	0.00433357	0.000646732	
9.35258	0.000162984	-0.000166262	-0.000261514	0.00425356	0.0005813	
9.35433	0.000188874	-0.000164422	-0.000306721	0.00417354	0.000515867	
9.35609	0.000196651	-0.000190778	-0.000348931	0.00405279	0.000569238	
9.35785	0.000204428	-0.000217134	-0.000331209	0.00393203	0.000622608	
9.3596	0.000191503	-0.000170512	-0.00028352	0.00383123	0.000633871	
9.36136	0.000178577	-0.00012389	-0.000235832	0.00373043	0.000597012	
9.36311	0.000142363	-0.000125782	-0.000257253	0.00364044	0.000617548	
9.36487	0.000106149	-0.000127674	-0.000278674	0.00355044	0.000686208	
9.36662	0.000119963	-0.000162737	-0.000282116	0.00350036	0.00075186	
9.36838	0.000175181	-0.000197801	-0.000285557	0.00345028	0.000769389	
9.37014	0.000194171	-0.000158643	-0.000268022	0.00336736	0.000793936	
9.37189	0.000171758	-0.000119484	-0.000250487	0.00328443	0.000818483	
9.37365	0.000149344	-0.000126766	-0.000240444	0.00320151	0.000829997	
9.3754	0.000168334	-0.000134049	-0.00026636	0.00311858	0.000793388	
9.37716	0.00018126	-0.000130887	-0.000282443	0.00304678	0.000792119	
9.37892	0.000152781	-0.000127725	-0.000262567	0.00297497	0.000838973	
9.38067	0.000124303	-0.000124564	-0.000201487	0.00290317	0.000885826	
9.38243	0.000137228	-0.000121402	-0.00020034	0.00283136	0.000884558	
9.38418	0.000167836	-0.000118655	-0.000254631	0.00276122	0.000863739	
9.38594	0.00015704	-0.000115908	-0.000308921	0.00269108	0.000891043	
9.38769	0.000146245	-9.32576e-05	-0.00026732	0.00268496	0.000960454	
9.38945	0.000176852	-7.06073e-05	-0.000225718	0.00267884	0.00102987	
9.39121	0.000243472	-0.000100514	-0.000241427	0.00264591	0.00105015	
9.39296	0.000268689	-0.000130421	-0.000293095	0.00257307	0.00107044	
9.39472	0.000243877	-0.000127155	-0.000296069	0.00246031	0.00106967	
9.39647	0.000219064	-0.00012389	-0.000239109	0.00238747	0.0010689	
9.39823	0.000232205	-0.000138454	-0.000210992	0.00235703	0.00106162	
9.39999	0.000245346	-0.000153019	-0.000242808	0.00232659	0.00110246	
9.40174	0.000210183	-0.000134412	-0.000274624	0.00226123	0.00117237	
9.4035	0.000175019	-0.000115804	-0.000246507	0.00219587	0.00124228	
9.40525	0.000149749	-0.000125004	-0.000186188	0.00216001	0.00128765	
9.40701	0.000124478	-0.000134204	-0.000185802	0.00216407	0.00133301	
9.40876	9.92075e-05	-0.000143404	-0.000213884	0.00216812	0.00138139	
9.41052	7.39369e-05	-0.000152604	-0.000241965	0.00213227	0.00142976	
9.41228	4.95288e-05	-0.000163463	-0.000260308	0.00205151	0.0014656	
9.41403	2.51207e-05	-0.000174322	-0.000278651	0.00197075	0.00154957	
9.41579	7.23061e-05	-0.00018518	-0.000296993	0.00190497	0.00167865	
9.41754	0.000119491	-0.000196039	-0.000315336	0.00187909	0.00180772	
9.4193	0.000144897	-0.000154341	-0.000307084	0.00188272	0.00184632	
9.42106	0.000101297	-0.000112642	-0.000298831	0.00188636	0.00188492	
9.42281	6.89097e-05	-0.000130654	-0.000260612	0.00187503	0.00196663	
9.42457	7.79263e-05	-0.000148665	-0.000222394	0.00182379	0.00212854	
9.42632	0.000110232	-0.000195702	-0.000229499	0.00179417	0.00233457	
9.42808	7.35325e-05	-0.000242739	-0.000236604	0.00176455	0.00254059	
9.42983	6.64286e-06	-0.000216797	-0.000227977	0.00173244	0.00275163	
9.43159	-1.88434e-05	-0.000190856	-0.00021935	0.00170032	0.00296267	
9.43335	1.65894e-05	-0.000184766	-0.00020089	0.00165704	0.00323236	
9.4351	5.20222e-05	-0.000178675	-0.00021839	0.00161375	0.00350205	
9.43686	8.7455e-05	-0.000172585	-0.000221656	0.00161037	0.00377474	
9.43861	0.000122888	-0.000166495	-0.000188962	0.00160699	0.00404744	
9.44037	0.000152714	-0.000172015	-0.00014578	0.00156703	0.00433667	
9.44213	0.000141137	-0.000177535	-0.000162531	0.00152707	0.00467404	
9.44388	8.12552e-05	-0.000183055	-0.000205502	0.0014896	0.00498934	
9.44564	6.27774e-05	-0.000188575	-0.000212514	0.00145213	0.00530464	
9.44739	7.66459e-05	-0.000163619	-0.000185626	0.00144252	0.00564526	
9.44915	9.05144e-05	-0.000138662	-0.000158738	0.00147282	0.00606609	
9.4509	7.24678e-05	-0.000133608	-0.000195529	0.00148233	0.00653503	
9.45266	5.44212e-05	-0.000128555	-0.00023232	0.00142532	0.00700398	
9.45442	4.93132e-05	-0.000105671	-0.000242141	0.00137746	0.00748245	
9.45617	4.42051e-05	-8.27877e-05	-0.000251962	0.00139611	0.00804112	
9.45793	4.59427e-06	-7.98074e-05	-0.000261783	0.00146216	0.00866797	
9.45968	-3.50166e-05	-7.68271e-05	-0.000271604	0.0014883	0.00929482	
9.46144	4.55382e-06	-0.000135474	-0.000282256	0.00143158	0.0100034	
9.4632	4.41243e-05	-0.000194121	-0.000292908	0.00137486	0.0108563	
9.46495	4.4879e-05	-0.000217938	-0.00030356	0.00138632	0.0118406	
9.46671	4.23036e-06	-0.000201948	-0.000314212	0.00143769	0.012905	
9.46846	-1.74417e-05	-0.000167713	-0.0003155	0.00150236	0.0140537	
9.47022	-3.91138e-05	-0.000173285	-0.000316788	0.00156703	0.0153468	
9.47197	-3.14585e-05	-0.000200419	-0.000300095	0.0016342	0.0168483	
9.47373	-2.38032e-05	-0.000227552	-0.000283403	0.00170136	0.0185584	
9.47549	4.33819e-06	-0.000197672	-0.000277387	0.00173174	0.0205513	
9.47724	-8.92385e-06	-0.000167791	-0.00027137	0.00176211	0.0229451	
9.479	-5.66887e-05	-0.000157813	-0.000265353	0.00188395	0.0258162	
9.48075	-6.30502e-05	-0.000147836	-0.000259336	0.0020989	0.0292166	
9.48251	-2.56239e-06	-0.000158591	-0.000234216	0.00231386	0.0332286	
9.48427	5.79254e-05	-0.000169346	-0.000209096	0.00248891	0.0380266	
9.48602	4.33695e-05	-0.000200004	-0.000201956	0.00260243	0.0436507	
9.48778	-1.25898e-05	-0.000230662	-0.000194815	0.00264943	0.0500608	
9.48953	-4.29954e-05	-0.000195391	-0.000187487	0.00260056	0.057244	
9.49129	-3.19976e-05	-0.00016012	-0.00018016	0.00243195	0.0646999	
9.49304	-4.6877e-05	-0.000158021	-0.000214785	0.00223342	0.0708184	
9.4948	-6.17563e-05	-0.000155922	-0.00024941	0.00203488	0.0732635	
9.49656	-5.37775e-05	-0.000150091	-0.000230096	0.00187418	0.0706346	
9.49831	-4.57987e-05	-0.00014426	-0.000210782	0.00171347	0.0638512	
9.50007	-4.90334e-05	-0.000158332	-0.000231173	0.00157023	0.0554998	
9.50182	-9.36714e-05	-0.000172404	-0.000251564	0.00146689	0.0478381	
9.50358	-0.000114373	-0.00016989	-0.000242176	0.00138912	0.0416234	
9.50534	-0.000135075	-0.000167376	-0.000196828	0.00131136	0.0365797	
9.50709	-0.000137663	-0.000164862	-0.000170959	0.00121613	0.0323741	
9.50885	-0.00014025	-0.000162349	-0.000217009	0.0011209	0.0288903	
9.5106	-0.000113079	-0.000142834	-0.00026231	0.00109094	0.025979	
9.51236	-8.59083e-05	-0.00012332	-0.000271651	0.00106098	0.0234366	
9.51411	-8.11642e-05	-0.000103805	-0.000251775	0.00103103	0.0212131	
9.51587	-0.000117823	-8.42908e-05	-0.000231898	0.00100107	0.0193585	
9.51763	-0.000131827	-0.000101499	-0.000264279	0.000966819	0.0177973	
9.51938	-0.000104427	-0.000118707	-0.00029666	0.00093257	0.0163485	
9.52114	-0.000102904	-0.000135915	-0.000263114	0.000898321	0.0149698	
9.52289	-0.000101381	-0.000153123	-0.000229569	0.000864072	0.0137355	
9.52465	-0.000105464	-0.000144208	-0.000209509	0.000842295	0.0126576	
9.52641	-0.000109548	-0.000135293	-0.000189448	0.000820518	0.011692	
9.52816	-0.000113632	-0.000126378	-0.000235314	0.000798741	0.0107966	
9.52992	-0.000117716	-0.000117463	-0.000281179	0.000776964	0.0100134	
9.53167	-0.00010196	-0.00014172	-0.000305881	0.000792811	0.00932048	
9.53343	-8.62048e-05	-0.000165977	-0.000330583	0.000808657	0.00867568	
9.53518	-7.04494e-05	-0.000170331	-0.000313332	0.000784593	0.00810206	
9.53694	-5.4694e-05	-0.000174684	-0.00029608	0.00076053	0.00760864	
9.5387	-3.76448e-05	-0.000154574	-0.000272836	0.000750601	0.00716235	
9.54045	-2.05955e-05	-0.000134463	-0.000249592	0.000740672	0.00671606	
9.54221	-4.92625e-05	-0.000147525	-0.000244327	0.000730744	0.00628781	
9.54396	-7.79295e-05	-0.000160586	-0.000239062	0.000720815	0.00590768	
9.54572	-8.76739e-05	-0.000168283	-0.000212447	0.000696699	0.00559341	
9.54748	-5.60148e-05	-0.00017598	-0.000185831	0.000672584	0.00527914	
9.54923	-2.43558e-05	-0.000152993	-0.000189182	0.000648468	0.00502402	
9.55099	-3.41001e-05	-0.000130006	-0.000192533	0.000624353	0.0047689	
9.55274	-8.95607e-05	-0.000118214	-0.000201127	0.000626428	0.00452682	
9.5545	-0.000145021	-0.000146229	-0.000209722	0.000628504	0.00428473	
9.55625	-0.000164254	-0.000174244	-0.000236297	0.000593163	0.00408776	
9.55801	-0.000142083	-0.000162452	-0.000262872	0.000557823	0.00393891	
9.55977	-0.000119912	-0.000141538	-0.000290195	0.000551168	0.00379307	
9.56152	-9.77417e-05	-0.000120624	-0.000317519	0.000584423	0.00364723	
9.56328	-7.29832e-05	-0.000154444	-0.000290904	0.000597724	0.00346429	
9.56503	-4.82247e-05	-0.000188264	-0.000264288	0.000571114	0.00328136	
9.56679	-2.9073e-05	-0.000191815	-0.000262395	0.000535358	0.00316058	
9.56854	-9.92118e-06	-0.000155559	-0.000260501	0.000499602	0.0030398	
9.5703	-4.07985e-05	-0.000119303	-0.000240628	0.000501262	0.00297718	
9.57206	-0.000113079	-0.000122853	-0.000220755	0.000502921	0.00296267	
9.57381	-0.000156855	-0.000146048	-0.000241965	0.000480991	0.00291749	
9.57557	-0.000159227	-0.000169242	-0.000263176	0.000459062	0.00282419	
9.57732	-0.000125371	-0.000194925	-0.000230447	0.000457087	0.00268878	
9.57908	-9.1515e-05	-0.000220607	-0.000197718	0.000455112	0.00255338	
9.58084	-7.92234e-05	-0.000218093	-0.00021331	0.000450228	0.00248163	
9.58259	-6.69317e-05	-0.000215579	-0.000228902	0.000445343	0.00240989	
9.58435	-0.000102944	-0.000179894	-0.000244494	0.000440458	0.00233814	
9.5861	-0.000138956	-0.000144208	-0.000260086	0.000435573	0.00226639	
9.58786	-0.000176047	-0.000149883	-0.000278674	0.000479225	0.00220142	
9.58961	-0.000213137	-0.000155559	-0.000297263	0.000522876	0.00213644	
9.59137	-0.000188123	-0.000181137	-0.000286634	0.000498348	0.0020474	
9.59313	-0.000163108	-0.000206716	-0.000240046	0.00043391	0.00195836	
9.59488	-0.000114804	-0.000224002	-0.000215932	0.000406472	0.00191619	
9.59664	-6.65004e-05	-0.000241288	-0.000263738	0.000418944	0.00187402	
9.59839	-6.82256e-05	-0.000223743	-0.000289069	0.000431416	0.00185591	
9.60015	-0.000111354	-0.000166391	-0.00027844	0.000403978	0.0018378	
9.60191	-0.000153674	-0.000155922	-0.000272962	0.000397482	0.00178642	
9.60366	-0.00015459	-0.000185258	-0.000267484	0.000430896	0.00173504	
9.60542	-0.000146881	-0.000211277	-0.000254514	0.000444355	0.00169268	
9.60717	-0.000139172	-0.000170953	-0.000205584	0.000417905	0.00165032	
9.60893	-0.000143539	-0.000119847	-0.00018325	0.000365263	0.0016418	
9.61068	-0.000147906	-0.000135085	-0.000232835	0.000352531	0.00158516	
9.61244	-0.000131571	-0.000180179	-0.000289912	0.000381373	0.00149944	
9.6142	-0.000115236	-0.000185465	-0.000311028	0.000410214	0.00141372	
9.61595	-0.000108173	-0.000142964	-0.000313791	0.000421179	0.00136002	
9.61771	-0.000101111	-0.000140269	-0.000316553	0.000432143	0.00130632	
9.61946	-5.9546e-05	-0.000234601	-0.000287851	0.000428142	0.00128972	
9.62122	-1.79808e-05	-0.000328934	-0.00022319	0.000384231	0.00127311	
9.62298	-5.31845e-05	-0.000331629	-0.000197484	0.000314544	0.00125701	
9.62473	-8.83882e-05	-0.000267981	-0.000243698	0.000284768	0.00119278	
9.62649	-0.000112378	-0.000219259	-0.000322125	0.000320676	0.00112855	
9.62824	-9.49653e-05	-0.000210344	-0.000328634	0.000356585	0.00111245	
9.63	-0.000110087	-0.000213869	-0.000253972	0.000371905	0.00114232	
9.63175	-0.000125209	-0.000217393	-0.00025123	0.000347315	0.0011722	
9.63351	-0.000142919	-0.000203503	-0.000301679	0.000345175	0.00113089	
9.63527	-0.000119225	-0.000189612	-0.000316167	0.000343035	0.00104146	
9.63702	-9.20811e-05	-0.000152086	-0.000269974	0.000349209	0.000976589	
9.63878	-0.00010634	-0.00011456	-0.000223781	0.000355383	0.000959843	
9.64053	-0.000129226	-0.000147525	-0.000217293	0.000361557	0.000953123	
9.64229	-0.000152111	-0.00018049	-0.000210805	0.000367731	0.000946403	
9.64405	-0.000151275	-0.000178209	-0.000202257	0.000361538	0.000920697	
9.6458	-0.000150439	-0.000136122	-0.000193709	0.000355344	0.00089499	
9.64756	-0.000193595	-0.000113938	-0.000227114	0.00034915	0.000906379	
9.64931	-0.000195347	-0.000131561	-0.000260519	0.000342957	0.000917767	
9.65107	-0.000155264	-0.000161623	-0.00024373	0.000324291	0.00091888	
9.65282	-0.000115182	-0.000191685	-0.000226941	0.000305626	0.000871869	
9.65458	-0.000120815	-0.000204332	-0.000252105	0.00028696	0.000827866	
9.65634	-0.000167853	-0.000216979	-0.000277269	0.000268294	0.000783863	
9.65809	-0.000171006	-0.000200082	-0.00025341	0.000293176	0.00078933	
9.65985	-0.000105154	-0.000183185	-0.000229552	0.000318058	0.000794797	
9.6616	-5.74165e-05	-0.000183703	-0.000283605	0.000278918	0.000788234	
9.66336	-5.1082e-05	-0.000184221	-0.000337659	0.000239778	0.00078167	
9.66512	-7.36436e-05	-0.00019013	-0.000337024	0.000241379	0.00073726	
9.66687	-9.62052e-05	-0.000156233	-0.000336389	0.00028289	0.00069285	
9.66863	-0.000100653	-0.000122335	-0.000335754	0.000303615	0.000661473	
9.67038	-0.0001051	-0.000128244	-0.000335119	0.000257823	0.000678219	
9.67214	-0.000121624	-0.000139543	-0.000323246	0.00020434	0.000673159	
9.67389	-0.000138148	-0.000150842	-0.000311374	0.000217374	0.000668099	
9.67565	-0.000108955	-0.000131457	-0.000299501	0.000253689	0.000641986	
9.67741	-7.97625e-05	-0.000112072	-0.000287629	0.000250093	0.000615872	
9.67916	-5.27263e-05	-0.000107615	-0.000275007	0.000179566	0.000633621	
9.68092	-6.70935e-05	-0.000103157	-0.000262386	0.000148948	0.000651369	
9.68267	-9.26741e-05	-9.86998e-05	-0.000279731	0.00018651	0.000629015	
9.68443	-0.000118255	-9.42424e-05	-0.000297075	0.000224071	0.000606661	
9.68619	-0.000126449	-9.65748e-05	-0.000255883	0.000220797	0.000592829	
9.68794	-0.000134644	-9.89072e-05	-0.000214691	0.000217524	0.000578997	
9.6897	-0.000142838	-9.62638e-05	-0.000263398	0.000234205	0.000553134	
9.69145	-0.000151032	-0.000133427	-0.000312105	0.000250886	0.000527271	
9.69321	-0.000144563	-0.000200445	-0.000321107	0.000228073	0.000525971	
9.69496	-0.000138094	-0.000227656	-0.000330109	0.00020526	0.000524671	
9.69672	-0.000131625	-0.000182718	-0.00032113	0.000229008	0.000538409	
9.69848	-0.000125155	-0.000137781	-0.000312152	0.000252757	0.000504024	
9.70023	-0.000111031	-0.000124564	-0.000265154	0.00026528	0.000484428	
9.70199	-9.69061e-05	-0.000151153	-0.000218156	0.000277804	0.000464831	
9.70374	-0.000117284	-0.00018023	-0.000225098	0.000243766	0.000482328	
9.7055	-0.000137663	-0.000169501	-0.000232039	0.000209729	0.000499826	
9.70726	-0.000135614	-0.000153382	-0.000240479	0.000230567	0.000469452	
9.70901	-0.000133565	-0.000177069	-0.000248918	0.000251405	0.000439078	
9.71077	-0.000131517	-0.000222317	-0.000239378	0.000238986	0.000408703	
9.71252	-0.000129468	-0.000267566	-0.000229838	0.000226566	0.000378329	
9.71428	-0.00012033	-0.000272075	-0.000210536	0.0002288	0.000409392	
9.71603	-0.000111192	-0.000276585	-0.000191233	0.000231035	0.000440456	
9.71779	-0.000136557	-0.000247922	-0.00022587	0.000213314	0.000461494	
9.71955	-0.000161922	-0.000179453	-0.000260507	0.000195594	0.000434409	
9.7213	-0.000131651	-0.000122594	-0.000249071	0.000200739	0.000384767	
9.72306	-0.000101381	-0.000132079	-0.000237634	0.000205883	0.000383248	
9.72481	-0.000105613	-0.000161467	-0.000244178	0.000230983	0.000423836	
9.72657	-0.000151248	-0.000190856	-0.000250721	0.000256082	0.000464423	
9.72833	-0.000176936	-0.000185621	-0.000252114	0.00025416	0.000419794	
9.73008	-0.000133619	-0.000180386	-0.000253507	0.000252237	0.000375165	
9.73184	-4.63109e-05	-0.000208323	-0.0002549	0.000250314	0.000386678	
9.73359	-4.0594e-07	-0.00023626	-0.000256293	0.000248391	0.000446315	
9.73535	-3.86017e-05	-0.000196609	-0.000256188	0.000202817	0.000450309	
9.7371	-7.67974e-05	-0.000156958	-0.000256082	0.000157243	0.000374099	
9.73886	-0.000117581	-0.000154626	-0.000255977	0.00019814	0.000300897	
9.74062	-0.000158364	-0.0001921	-0.000255872	0.000239038	0.000307899	
9.74237	-0.000150318	-0.000192851	-0.000285171	0.000225396	0.000371859	
9.74413	-0.000142272	-0.000193603	-0.00031447	0.000211755	0.000435819	
9.74588	-0.000113524	-0.000194354	-0.000301816	0.000178159	0.000448649	
9.74764	-8.47762e-05	-0.000195106	-0.000289162	0.000144563	0.000461478	
9.7494	-0.000122015	-0.000201663	-0.000276134	0.000180394	0.000427689	
9.75115	-0.000159254	-0.000168413	-0.000263106	0.000216224	0.0003939	
9.75291	-0.000148189	-0.000137651	-0.000268057	0.0002321	0.000357103	
9.75466	-0.000137123	-0.000106889	-0.000273009	0.000247976	0.000368429	
9.75642	-0.000149563	-0.00011272	-0.000243967	0.000233399	0.000373739	
9.75817	-0.000162003	-0.000118551	-0.000214925	0.000218823	0.000379049	
9.75993	-0.00013994	-0.000124382	-0.000227837	0.000204246	0.000363306	
9.76169	-0.000117877	-0.000130213	-0.000240748	0.00018967	0.000347563	
9.76344	-0.000126436	-0.0001348	-0.000244669	0.000165116	0.000396234	
9.7652	-0.000134994	-0.000139387	-0.000248591	0.000140562	0.000444905	
9.76695	-0.000143552	-0.000143974	-0.000252512	0.000175873	0.000481545	
9.76871	-0.000152111	-0.000148562	-0.000256433	0.000211184	0.000518186	
9.77047	-0.000108241	-0.000128244	-0.000259348	0.000188916	0.000549625	
9.77222	-6.4371e-05	-0.000107926	-0.000262263	0.000166649	0.000581065	
9.77398	-5.5004e-05	-8.7608e-05	-0.000265178	0.000144381	0.000556361	
9.77573	-4.5637e-05	-6.72901e-05	-0.000268092	0.000122114	0.000531657	
9.77749	-4.05829e-05	-8.88519e-05	-0.000245536	0.000140172	0.000535025	
9.77924	-3.55288e-05	-0.000110414	-0.000222979	0.00015823	0.000538393	
9.781	-9.77292e-06	-0.000131976	-0.000262602	0.000116424	0.000501659	
9.78276	1.59829e-05	-0.000153537	-0.000302226	7.46169e-05	0.000464925	
9.78451	-2.07977e-05	-0.000183807	-0.000315348	6.00404e-05	0.000428942	
9.78627	-5.75782e-05	-0.000214076	-0.000268537	4.5464e-05	0.00039296	
9.78802	-9.43588e-05	-0.000197905	-0.00023596	7.74491e-05	0.000369008	
9.78978	-0.000131139	-0.000181734	-0.000263316	0.000109434	0.000345056	
9.79153	-0.000131692	-0.000191685	-0.000313147	0.000111487	0.000298297	
9.79329	-0.000132245	-0.000201637	-0.000303045	0.000113539	0.000251537	
9.79505	-0.000132797	-0.000211588	-0.000252489	0.000115592	0.00026092	
9.7968	-0.00013335	-0.00022154	-0.000201932	0.000117645	0.000270303	
9.79856	-0.000127541	-0.000213584	-0.000224372	0.000133326	0.000282318	
9.80031	-0.000121732	-0.000205628	-0.000246811	0.000149006	0.000294333	
9.80207	-8.40079e-05	-0.000197672	-0.000251271	0.000164687	0.000306348	
9.80383	-4.62839e-05	-0.000189716	-0.000255731	0.000180368	0.000318363	
9.80558	-8.66226e-05	-0.00017471	-0.000249703	0.000175678	0.000282757	
9.80734	-0.000168365	-0.000159705	-0.000243674	0.000170988	0.000247151	
9.80909	-0.000203528	-0.000177872	-0.000267612	0.000166298	0.000251646	
9.81085	-0.000169685	-0.000196039	-0.00029155	0.000161608	0.000256142	
9.8126	-0.000147703	-0.000210992	-0.000276626	0.000148708	0.00024585	
9.81436	-0.000125721	-0.000225946	-0.000261701	0.000135807	0.000235558	
9.81612	-0.000120128	-0.000240899	-0.000264756	0.000142861	0.000219251	
9.81787	-0.000114535	-0.000255852	-0.000267811	0.000149916	0.000251067	
9.81963	-0.000114548	-0.00025961	-0.00030308	0.000135352	0.000252806	
9.82138	-0.000114562	-0.000263368	-0.000338349	0.000120789	0.000206422	
9.82314	-0.000114575	-0.000223173	-0.00030994	0.000139484	0.000160038	
9.8249	-0.000114589	-0.000182977	-0.00028153	0.000158178	0.000161777	
9.82665	-0.00011223	-0.000134826	-0.000263422	0.000151929	0.000186261	
9.82841	-0.000109872	-0.000126481	-0.000281273	0.00014568	0.000162622	
9.83016	-0.000142016	-0.000128917	-0.000296876	0.000139432	0.000138984	
9.83192	-0.00017416	-0.000131354	-0.000252547	0.000133183	0.000163468	
9.83367	-0.000165332	-0.000113472	-0.000181248	9.03496e-05	0.00022605	
9.83543	-0.000156504	-9.559e-05	-0.000145909	4.75166e-05	0.000240509	
9.83719	-0.000113174	-0.000124149	-0.000186984	6.45485e-05	0.000209852	
9.83894	-6.98429e-05	-0.000152708	-0.000287992	8.15804e-05	0.000179196	
9.8407	-8.92642e-05	-0.000140424	-0.000361562	7.99044e-05	0.000210134	
9.84245	-0.000108686	-0.00012814	-0.000375199	7.82285e-05	0.00019295	
9.84421	-0.000107405	-0.000118344	-0.000372354	7.65526e-05	0.000117617	
9.84597	-0.000106125	-0.000108548	-0.00036951	7.48767e-05	4.22843e-05	
9.84772	-0.000117783	-0.00014229	-0.000330331	8.85828e-05	5.11663e-05	
9.84948	-0.000129441	-0.000215838	-0.000291152	0.000102289	0.000108171	
9.85123	-9.27954e-05	-0.000284411	-0.000251974	0.000115995	0.000114045	
9.85299	-5.61496e-05	-0.00028664	-0.000212795	0.000129701	0.00011992	
9.85474	-7.56518e-05	-0.000222862	-0.000233057	0.000124803	0.000141506	
9.8565	-9.5154e-05	-0.000159083	-0.00025332	0.000119905	0.000163092	
9.85826	-9.39545e-05	-0.000164137	-0.000255602	0.000115008	0.000174653	
9.86001	-9.27549e-05	-0.00016919	-0.000257885	0.00011011	0.000138091	
9.86177	-6.30906e-05	-0.000168439	-0.000241064	0.000110201	9.77696e-05	
9.86352	-3.34262e-05	-0.000167687	-0.000224243	0.000110292	0.000105571	
9.86528	-5.20659e-05	-0.000210889	-0.000249375	0.000110383	0.000123397	
9.86704	-7.07055e-05	-0.00025409	-0.000274507	0.000110473	0.000141224	
