	1Pulse-H_(Benzyl_benzoate)	1Pulse-H_(Cis_Decahydronaftalene)	1Pulse-H_(EthylPhenylPropiolate)	1Pulse-H_(m-Anisaldehyde)	1Pulse-H_(Mieszanina_4)	
-0.0902563	3.10914e-05	0.00237543	-5.45701e-05	-6.19109e-05	0.000533345	
-0.0885005	5.76681e-06	0.00238912	-1.35888e-05	-7.68382e-05	0.000517676	
-0.0867447	-3.07711e-05	0.0023854	7.16525e-06	-7.34734e-05	0.000502008	
-0.0849889	-6.73091e-05	0.00238168	2.79193e-05	-3.59202e-06	0.0005104	
-0.083233	-5.0799e-05	0.00236221	6.72048e-06	7.66826e-05	0.000517539	
-0.0814772	-3.42888e-05	0.00238254	-1.44784e-05	9.04406e-05	0.000500617	
-0.0797214	-6.34949e-05	0.00242277	-3.56773e-05	3.26933e-05	0.000470161	
-0.0779656	-9.2701e-05	0.0024232	-5.68761e-05	-2.5054e-05	0.000487827	
-0.0762097	-5.82386e-05	0.00239222	-6.98343e-05	-3.79546e-05	0.000530933	
-0.0744539	1.76272e-05	0.00236124	-8.27924e-05	-5.08552e-05	0.000549978	
-0.0726981	6.3303e-05	0.00241153	-7.55232e-05	-3.04975e-05	0.000529421	
-0.0709423	3.99732e-05	0.00246182	-6.8254e-05	-1.01397e-05	0.000508865	
-0.0691864	-2.33325e-06	0.00244659	-4.86237e-05	-1.30628e-05	0.000533424	
-0.0674306	-3.23626e-06	0.00239156	6.96629e-06	-1.59859e-05	0.000557982	
-0.0656748	3.03636e-05	0.0024037	4.83222e-05	-1.8909e-05	0.000542439	
-0.0639189	6.39634e-05	0.00248219	2.97454e-05	-2.18321e-05	0.000526895	
-0.0621631	2.24657e-05	0.0025516	-2.25202e-05	-2.01238e-07	0.000510741	
-0.0604073	-1.90321e-05	0.00255467	-3.88261e-05	2.14296e-05	0.000494586	
-0.0586515	-3.8103e-05	0.00252623	-1.54265e-05	4.30605e-05	0.000515527	
-0.0568956	-1.57705e-05	0.00249779	7.97294e-06	6.46914e-05	0.000536467	
-0.0551398	2.18726e-05	0.00247681	-2.29416e-05	4.35022e-05	0.000544875	
-0.053384	1.81124e-05	0.00245583	-8.98157e-05	2.2313e-05	0.00050516	
-0.0516282	-8.07474e-06	0.00241495	-0.000114737	1.1239e-06	0.000465446	
-0.0498723	-3.42619e-05	0.00237407	-0.000103699	-2.00653e-05	0.000473854	
-0.0481165	-2.29271e-05	0.00239041	-8.77907e-05	-3.37117e-06	0.000509331	
-0.0463607	-1.15924e-05	0.00240674	-7.18827e-05	1.33229e-05	0.000544808	
-0.0446049	-1.06085e-05	0.00240318	-5.37273e-05	1.00621e-05	0.00052715	
-0.042849	-9.62467e-06	0.00239962	-3.55719e-05	6.80119e-06	0.000509492	
-0.0410932	5.02297e-05	0.0024143	-5.22524e-05	9.77625e-06	0.000520155	
-0.0393374	0.000110084	0.00242898	-6.89329e-05	1.27513e-05	0.000530819	
-0.0375816	0.000123359	0.00244366	-5.5647e-05	1.57264e-05	0.000550506	
-0.0358257	6.76293e-05	0.00245834	-4.23612e-05	1.87014e-05	0.000570193	
-0.0340699	8.57018e-06	0.00244469	-3.54549e-05	1.06337e-05	0.00059062	
-0.0323141	1.85167e-05	0.00243103	-2.85486e-05	2.56595e-06	0.000562925	
-0.0305582	3.36386e-05	0.00241737	6.07665e-06	-5.50177e-06	0.000510165	
-0.0288024	7.35719e-06	0.00240371	4.07019e-05	-1.35695e-05	0.000481467	
-0.0270466	-4.04886e-05	0.00239835	4.64844e-05	-3.16147e-05	0.000520692	
-0.0252908	-1.93286e-05	0.00239298	1.63073e-05	-4.96599e-05	0.000583978	
-0.0235349	3.20213e-05	0.00238762	-1.38697e-05	-3.44469e-05	0.000594129	
-0.0217791	4.19678e-05	0.00238225	-8.08714e-06	-1.92338e-05	0.000580219	
-0.0200233	-2.31978e-06	0.00238466	1.77355e-05	-1.87791e-05	0.000579342	
-0.0182675	-4.66074e-05	0.00238707	4.3558e-05	-1.83244e-05	0.000602526	
-0.0165116	-3.13776e-05	0.00238949	4.16617e-05	3.78379e-05	0.000616687	
-0.0147558	-1.61479e-05	0.0023919	3.97654e-05	9.40002e-05	0.000582725	
-0.013	-1.29941e-05	0.00238601	2.85046e-05	0.000107343	0.000551019	
-0.0112442	-9.84033e-06	0.00238013	1.72438e-05	5.41683e-05	0.000567436	
-0.00948833	2.78163e-05	0.00241654	3.59494e-05	1.59602e-05	0.000607413	
-0.0077325	6.54729e-05	0.00241315	5.4655e-05	1.76621e-05	0.000623329	
-0.00597668	3.59029e-05	0.00235072	5.8073e-05	2.59896e-05	0.000596933	
-0.00422085	6.33288e-06	0.00228828	6.1491e-05	3.43172e-05	0.000570538	
-0.00246502	2.50668e-05	0.00226981	3.49427e-05	-1.42244e-06	0.000554669	
-0.000709196	4.38008e-05	0.00231767	8.39436e-06	-3.71621e-05	0.000538801	
0.00104663	5.90845e-05	0.00234854	-2.04705e-06	-4.58794e-05	0.000546743	
0.00280246	7.43681e-05	0.0023396	-1.24885e-05	-5.45967e-05	0.000554685	
0.00455828	5.5149e-05	0.00233232	-2.06824e-05	-1.92468e-05	0.000573154	
0.00631411	3.59298e-05	0.00236484	-2.88763e-05	1.61031e-05	0.000591623	
0.00806994	3.23303e-06	0.00238959	-4.27826e-05	1.44532e-05	0.000594552	
0.00982576	-2.94638e-05	0.00237453	-2.07292e-05	-2.71067e-05	0.00057342	
0.0115816	-2.76578e-05	0.00235118	1.10632e-05	-5.28688e-05	0.000547777	
0.0133374	-2.58518e-05	0.00232783	4.28557e-05	-1.21145e-05	0.000570256	
0.0150932	-3.59061e-05	0.00232646	3.23206e-05	3.27972e-05	0.000628326	
0.0168491	-4.59605e-05	0.00232508	2.17856e-05	3.77989e-05	0.000638273	
0.0186049	-7.71086e-06	0.00229054	4.49627e-05	-3.76091e-06	0.000606113	
0.0203607	3.05388e-05	0.00225599	0.000104099	-4.53208e-05	0.000573953	
0.0221165	7.96368e-06	0.00225804	0.000128529	-5.81954e-05	0.000619871	
0.0238724	-1.46114e-05	0.00226009	0.000152959	-7.107e-05	0.000665789	
0.0256282	-2.68357e-05	0.00224472	0.00011371	-6.39896e-05	0.000682632	
0.027384	-3.90599e-05	0.00222935	7.44609e-05	-5.69092e-05	0.000651353	
0.0291399	-5.32249e-05	0.00221564	4.42018e-05	-4.77502e-05	0.000639123	
0.0308957	-6.739e-05	0.00224174	1.39428e-05	-3.85912e-05	0.000626893	
0.0326515	-3.3251e-05	0.00226535	3.76233e-05	-2.94322e-05	0.000651757	
0.0344073	8.879e-07	0.00228896	6.13037e-05	-2.02731e-05	0.000676621	
0.0361632	-1.82369e-05	0.00228976	6.09175e-05	-5.16476e-05	0.000679429	
0.037919	-3.73617e-05	0.00229057	6.05312e-05	-8.30222e-05	0.000682237	
0.0396748	-2.19837e-05	0.00228308	4.2165e-05	-6.78351e-05	0.000644943	
0.0414306	-6.60567e-06	0.00223578	2.3799e-05	-5.2648e-05	0.000607648	
0.0431865	2.08741e-06	0.00218102	-2.45335e-05	-3.87081e-05	0.000591408	
0.0449423	1.07805e-05	0.00216607	-7.2866e-05	-2.47682e-05	0.000575167	
0.0466981	2.98245e-05	0.00217267	-9.57271e-05	-1.08283e-05	0.000582988	
0.0484539	4.88684e-05	0.00217928	-4.66688e-05	3.11159e-06	0.000590808	
0.0502098	6.05805e-05	0.00212188	5.33921e-06	3.7039e-07	0.00063541	
0.0519656	7.22926e-05	0.00206448	5.73472e-05	-2.37083e-06	0.000680012	
0.0537214	8.40047e-05	0.00204439	5.99108e-05	-5.11203e-06	0.00065243	
0.0554773	9.57168e-05	0.00206411	6.24743e-05	-7.85325e-06	0.000624848	
0.0572331	9.08244e-05	0.00209628	5.08038e-05	-1.86414e-06	0.000650402	
0.0589889	8.5932e-05	0.00212844	3.91333e-05	4.12494e-06	0.000675955	
0.0607447	3.27356e-05	0.0021125	4.54426e-05	-4.97509e-05	0.000661406	
0.0625006	-2.04607e-05	0.00205675	5.1752e-05	-0.000103627	0.000646858	
0.0642564	-2.42749e-05	0.00196701	2.01351e-05	-9.57149e-05	0.000670907	
0.0660122	-2.80891e-05	0.00187726	-1.14818e-05	-8.7803e-05	0.000694957	
0.067768	2.59955e-06	0.00184889	3.48139e-05	-7.98912e-05	0.000694945	
0.0695239	3.32882e-05	0.00186031	8.11096e-05	-7.19794e-05	0.000694933	
0.0712797	2.55925e-05	0.0018676	0.000101559	-5.36743e-05	0.00070996	
0.0730355	1.78967e-05	0.00187488	0.000122009	-3.53693e-05	0.000724986	
0.0747913	1.0201e-05	0.00188216	0.000112492	-5.03225e-05	0.000729988	
0.0765472	2.50523e-06	0.00188944	0.000102976	-6.52757e-05	0.000686866	
0.078303	-1.47732e-05	0.00187169	9.80477e-05	-2.56126e-05	0.000660298	
0.0800588	-3.20515e-05	0.00181413	9.31196e-05	1.40504e-05	0.000681853	
0.0818146	-1.02594e-06	0.00175657	8.81915e-05	2.04553e-05	0.000679347	
0.0835705	2.99997e-05	0.00173882	8.32635e-05	2.68601e-05	0.000628717	
0.0853263	6.53381e-05	0.00173766	8.80745e-05	2.95233e-05	0.000629219	
0.0870821	0.000100677	0.00173649	9.28855e-05	3.21866e-05	0.000677843	
0.088838	0.000101512	0.00171791	9.76965e-05	3.48499e-05	0.000720451	
0.0905938	0.000102348	0.00169933	0.000102507	3.75131e-05	0.000682856	
0.0923496	8.63633e-05	0.00169992	9.5332e-05	1.64279e-05	0.000632853	
0.0941054	7.03788e-05	0.00170052	8.81564e-05	-4.65733e-06	0.000630973	
0.0958613	5.43942e-05	0.00168121	9.89607e-05	-5.78759e-06	0.000667191	
0.0976171	3.84097e-05	0.0016619	0.000109765	-6.91785e-06	0.000655285	
0.0993729	3.57951e-05	0.00163389	0.000110456	6.91811e-06	0.000628091	
0.101129	3.31804e-05	0.00160587	0.000111146	2.07541e-05	0.000649019	
0.102885	6.50686e-05	0.00161103	0.000111837	1.46351e-05	0.000696014	
0.10464	9.69567e-05	0.00161619	0.000112528	8.51607e-06	0.000743009	
0.106396	6.93275e-05	0.00161031	0.000119961	1.6324e-05	0.000750466	
0.108152	4.16983e-05	0.00160442	0.000127394	2.41319e-05	0.000757922	
0.109908	4.85719e-05	0.00159605	0.000134827	3.19398e-05	0.000756356	
0.111664	5.54455e-05	0.00158768	0.00014226	3.97477e-05	0.000754789	
0.11342	7.11458e-06	0.00159175	0.000163552	5.54544e-05	0.000724399	
0.115175	-4.12163e-05	0.00155601	0.000184845	7.11612e-05	0.000742132	
0.116931	-4.12433e-05	0.00152028	0.000206137	1.36997e-05	0.000783926	
0.118687	-4.12703e-05	0.00152434	0.00022743	-4.37618e-05	0.000777597	
0.120443	-5.05698e-05	0.00154064	0.000175586	-8.95829e-05	0.00073856	
0.122199	-5.98694e-05	0.00155695	0.000123742	-0.000135404	0.000699523	
0.123954	-4.84673e-05	0.00152929	0.000125837	-8.14502e-05	0.000729662	
0.12571	-3.70652e-05	0.00150164	0.000127932	-2.74964e-05	0.000759802	
0.127466	-1.74687e-05	0.00148726	0.000136021	6.91811e-06	0.000784177	
0.129222	2.12784e-06	0.00147288	0.000144109	4.13326e-05	0.000808551	
0.130978	1.02268e-06	0.00145849	0.000122231	2.91856e-05	0.000820895	
0.132734	-8.24803e-08	0.00144411	0.000100354	1.70385e-05	0.000833239	
0.134489	1.48103e-05	0.00145581	0.000112118	3.17839e-05	0.000794218	
0.136245	2.97032e-05	0.00146751	0.000123882	4.65292e-05	0.000755196	
0.138001	4.4596e-05	0.00145931	0.000135646	6.12746e-05	0.000788359	
0.139757	5.94888e-05	0.00145111	0.00014741	7.602e-05	0.000821522	
0.141513	9.89649e-05	0.00142176	0.000177529	2.13387e-05	0.000819344	
0.143269	0.000138441	0.00139241	0.000207647	-3.33426e-05	0.000817167	
0.145024	8.82097e-05	0.00139789	0.000186074	-4.14623e-05	0.000839051	
0.14678	3.79785e-05	0.00144318	0.0001645	-4.9582e-05	0.000860935	
0.148536	-2.36819e-05	0.00147509	0.000188345	-2.61583e-05	0.000884824	
0.150292	-8.53422e-05	0.0014672	0.000248149	-2.73458e-06	0.000908713	
0.152048	-7.10963e-05	0.0014618	0.000288475	-1.25692e-05	0.0008925	
0.153804	-5.68504e-05	0.00145639	0.000256881	-2.24037e-05	0.000876286	
0.155559	-4.1742e-05	0.00147255	0.000234278	-2.89125e-05	0.000853055	
0.157315	-2.66335e-05	0.0014489	0.000247634	-3.54212e-05	0.000829824	
0.159071	-4.62445e-06	0.00138794	0.000299946	-8.6717e-06	0.000846695	
0.160827	5.8788e-05	0.00132697	0.000352259	1.80778e-05	0.000863567	
0.162583	0.000119774	0.00132126	0.000320665	2.43527e-05	0.00084917	
0.164338	0.000111755	0.00131554	0.000253112	3.06276e-05	0.000834774	
0.166094	6.92332e-05	0.00132724	0.000217024	3.64425e-06	0.000817371	
0.16785	2.67111e-05	0.00133894	0.000252854	-2.33391e-05	0.00084809	
0.169606	2.08483e-05	0.0013606	0.000310785	-3.34518e-06	0.000874798	
0.171362	1.49855e-05	0.00134244	0.000332757	1.66487e-05	0.000901507	
0.173118	9.12277e-06	0.00126292	0.000325511	3.66427e-05	0.000891121	
0.174873	3.25998e-06	0.0011834	0.000318265	5.66367e-05	0.000880735	
0.176629	-2.37897e-05	0.00117893	0.000317294	1.24525e-05	0.000912708	
0.178385	-5.08394e-05	0.00121426	0.000316322	-3.17316e-05	0.00094468	
0.180141	-4.51114e-05	0.0012297	0.000315351	-2.74758e-06	0.00093655	
0.181897	2.96223e-05	0.00120532	0.000314379	2.62365e-05	0.000928419	
0.183653	0.000104787	0.00120583	0.000322023	5.27262e-05	0.000954376	
0.185408	0.000110947	0.00120633	0.000329667	7.92159e-05	0.000980333	
0.187164	5.67259e-05	0.00122425	0.000319331	4.58407e-05	0.00100629	
0.18892	2.50523e-06	0.00124217	0.000308995	1.24655e-05	0.00103225	
0.190676	3.33017e-05	0.00124689	0.000343713	-3.81288e-06	0.00100455	
0.192432	6.40982e-05	0.00125161	0.000378432	-2.00912e-05	0.000976856	
0.194188	4.65907e-05	0.00121237	0.000371198	-3.63696e-05	0.000952168	
0.195943	2.90832e-05	0.00117314	0.000363964	-5.2648e-05	0.00092748	
0.197699	5.29791e-05	0.00117536	0.00037471	-1.99406e-06	0.000927605	
0.199455	7.6875e-05	0.0012174	0.000385456	4.86598e-05	0.000975853	
0.201211	6.62681e-05	0.00123953	0.000366235	3.94489e-05	0.00103613	
0.202967	5.56612e-05	0.00122186	0.000347014	3.02379e-05	0.00104829	
0.204722	5.33026e-05	0.00115359	0.000345867	1.56224e-05	0.00102698	
0.206478	5.0944e-05	0.00108533	0.00034472	1.00698e-06	0.00100568	
0.208234	0.000108103	0.00102371	0.000361553	1.96498e-05	0.00103751	
0.20999	0.000165262	0.00102842	0.000378385	3.82926e-05	0.00106934	
0.211746	0.000140476	0.00108041	0.000427432	2.7003e-05	0.00108538	
0.213502	7.42873e-05	0.0011324	0.000476478	1.57134e-05	0.00110142	
0.215257	5.20896e-05	0.00112716	0.000492562	-2.88345e-05	0.0010934	
0.217013	9.88975e-05	0.00108212	0.000436726	-7.33824e-05	0.00108538	
0.218769	0.000146029	0.00106608	0.000394235	-3.53563e-05	0.00108745	
0.220525	0.000151757	0.00108984	0.000423663	2.66988e-06	0.00108952	
0.222281	0.000109181	0.00110863	0.000526508	-3.24722e-05	0.00111565	
0.224037	6.6605e-05	0.00112742	0.000557435	-6.76142e-05	0.00114178	
0.225792	5.55129e-05	0.0011205	0.000523933	-7.44867e-05	0.0011258	
0.227548	4.44208e-05	0.00111358	0.000490432	-8.13592e-05	0.00110982	
0.229304	3.33287e-05	0.00107598	0.000470415	-1.76021e-06	0.00113394	
0.23106	2.22365e-05	0.00103837	0.000450398	7.78388e-05	0.00115807	
0.232816	9.41928e-06	0.00100564	0.000426636	9.21684e-05	0.00114347	
0.234572	-3.39799e-06	0.00101272	0.000402874	0.000106498	0.00112887	
0.236327	3.20887e-05	0.0010173	0.000457024	6.09628e-05	0.00111126	
0.238083	6.75754e-05	0.00102189	0.000511174	1.54275e-05	0.00114178	
0.239839	9.37895e-05	0.00103519	0.0004979	5.22922e-06	0.00116502	
0.241595	0.000120004	0.00104848	0.000484626	-4.96913e-06	0.00118827	
0.243351	0.000135867	0.00106178	0.000501318	-3.51224e-05	0.00121152	
0.245107	0.00015173	0.00107507	0.00051801	-6.52757e-05	0.00123476	
0.246862	0.000128697	0.00107843	0.000504431	-3.54082e-05	0.00125533	
0.248618	0.000105663	0.00108178	0.000490853	-5.54074e-06	0.00122778	
0.250374	8.263e-05	0.00105445	0.000496753	2.43267e-05	0.00120925	
0.25213	5.95966e-05	0.00102713	0.000538612	5.41942e-05	0.00123884	
0.253886	4.41108e-05	0.00103007	0.000543013	3.79159e-05	0.00131079	
0.255641	2.8625e-05	0.00107282	0.000511455	2.16375e-05	0.00133461	
0.257397	3.5566e-05	0.00109981	0.000496378	5.35914e-06	0.00131633	
0.259153	8.39104e-05	0.00106045	0.000541234	-1.09192e-05	0.00129805	
0.260909	0.000113494	0.0010212	0.000585996	-2.61583e-05	0.0013126	
0.262665	0.000101674	0.00102176	0.000594799	-4.13973e-05	0.00132716	
0.264421	8.9854e-05	0.00104222	0.000585622	-5.66364e-05	0.00130161	
0.266176	0.000119437	0.00106268	0.000576444	-7.18754e-05	0.00127606	
0.267932	0.000150315	0.0010367	0.000559026	-3.47327e-05	0.00130063	
0.269688	0.000139789	0.00101072	0.000541609	2.41006e-06	0.00132521	
0.271444	7.92336e-05	0.00101791	0.000554157	1.95978e-05	0.00133776	
0.2732	1.86784e-05	0.00102511	0.000566705	3.67856e-05	0.00135031	
0.274956	1.32739e-05	0.00105995	0.000579769	2.6951e-05	0.00138911	
0.276711	7.86933e-06	0.00109479	0.000592832	1.71164e-05	0.00142791	
0.278467	2.31665e-05	0.00109646	0.000587916	5.38435e-05	0.00148175	
0.280223	3.84637e-05	0.00109814	0.000583	9.05705e-05	0.00148747	
0.281979	7.44625e-05	0.00108156	0.00063914	6.95112e-05	0.0014591	
0.283735	0.000110461	0.00106499	0.00069528	4.8452e-05	0.00143073	
0.285491	6.10657e-05	0.00106832	0.000709467	2.73927e-05	0.0014575	
0.287246	1.167e-05	0.00107165	0.000723654	6.33349e-06	0.0015324	
0.289002	2.34091e-05	0.00103517	0.000719487	3.45381e-05	0.00158173	
0.290758	0.000104154	0.000998697	0.00071532	6.27427e-05	0.00158293	
0.292514	0.000164197	0.000995393	0.000711153	5.7689e-05	0.00157411	
0.29427	0.000155234	0.000992089	0.000706985	5.26353e-05	0.00156529	
0.296025	0.000132039	0.000974272	0.000724544	1.39075e-05	0.00158404	
0.297781	0.000108844	0.000956455	0.000742102	-2.48202e-05	0.0016028	
0.299537	0.00012964	0.000998347	0.000759661	-3.02896e-05	0.00162155	
0.301293	0.000150436	0.00104024	0.000777219	-3.5759e-05	0.0016403	
0.303049	0.000150881	0.00103245	0.000759988	-3.99423e-05	0.00162673	
0.304805	0.000151326	0.00102466	0.000742758	-4.41256e-05	0.00161317	
0.30656	0.00015177	0.00101688	0.000755494	-2.83539e-05	0.0016397	
0.308316	0.000152215	0.00100909	0.000768229	-1.25822e-05	0.00166624	
0.310072	0.00018285	0.00104152	0.000822169	4.30995e-05	0.00169278	
0.311828	0.000213485	0.00107396	0.000876108	9.87811e-05	0.00171931	
0.313584	0.000198403	0.00104668	0.000930048	0.000107901	0.00170575	
0.31534	0.000183322	0.0010194	0.000983987	0.000117021	0.00169218	
0.317095	0.000177028	0.000980725	0.000995412	8.31134e-05	0.00171596	
0.318851	0.000212137	0.000942046	0.00100684	4.92055e-05	0.00173974	
0.320607	0.000223957	0.000949807	0.000964322	3.52526e-05	0.00176352	
0.322363	0.000235777	0.000957569	0.000921807	2.12997e-05	0.0017873	
0.324119	0.000246734	0.00100099	0.000953833	1.73243e-05	0.00178651	
0.325875	0.000257691	0.00104441	0.00098586	1.33489e-05	0.00178573	
0.32763	0.000271236	0.00101486	0.000999907	5.59351e-05	0.00174785	
0.329386	0.000284782	0.000985299	0.00101395	9.85213e-05	0.00170998	
0.331142	0.000276708	0.000984405	0.00100169	6.41977e-05	0.00171715	
0.332898	0.000310039	0.000983511	0.000989418	2.98741e-05	0.00177245	
0.334654	0.000354582	0.00100252	0.0010191	2.88088e-05	0.00182474	
0.336409	0.000399126	0.00102153	0.00104879	2.77435e-05	0.00187703	
0.338165	0.000371645	0.00102603	0.00106799	1.58693e-05	0.00188094	
0.339921	0.000344164	0.00103052	0.00108718	3.99502e-06	0.00188486	
0.341677	0.00033911	0.00101511	0.00106443	2.5379e-05	0.00190081	
0.343433	0.000375459	0.000999708	0.00104167	4.67631e-05	0.00191675	
0.345189	0.000398385	0.00100306	0.0010531	2.2417e-05	0.00197355	
0.346944	0.000379907	0.00100642	0.00106452	-1.9291e-06	0.00203035	
0.3487	0.000313988	0.00100978	0.00109393	6.98307e-06	0.00207412	
0.350456	0.000248068	0.00101313	0.00112333	1.58952e-05	0.00206977	
0.352212	0.000176111	0.000997	0.00115348	3.22905e-05	0.00204862	
0.353968	0.000145557	0.000980867	0.00118364	4.86858e-05	0.00202747	
0.355724	0.000165032	0.000984638	0.00119581	3.18228e-05	0.00204342	
0.357479	0.000184508	0.000988409	0.00120799	1.49598e-05	0.00205937	
0.359235	0.000179642	0.00103081	0.00119856	4.21511e-05	0.00204058	
0.360991	0.000133373	0.0010732	0.00118914	6.93423e-05	0.0020218	
0.362747	0.000107806	0.00108243	0.00123366	4.9972e-05	0.00206117	
0.364503	0.000123643	0.00109166	0.00127817	3.06016e-05	0.00214866	
0.366259	0.000160612	0.00109217	0.00125751	2.7029e-05	0.00218201	
0.368014	0.000197581	0.00109269	0.00123685	2.34563e-05	0.00216724	
0.36977	0.000175033	0.00109321	0.00127013	6.64452e-05	0.00213141	
0.371526	0.000152485	0.00109373	0.00130341	0.000109434	0.00214371	
0.373282	0.000149991	0.00105351	0.0013291	7.40583e-05	0.00218257	
0.375038	0.000147498	0.00101329	0.0013548	3.86824e-05	0.00222144	
0.376793	0.000145005	0.00099297	0.00139847	4.98681e-05	0.00223925	
0.378549	0.000142511	0.000972652	0.00144214	6.10538e-05	0.00225706	
0.380305	0.000142174	0.00103319	0.00146559	9.38573e-05	0.00226359	
0.382061	0.000141837	0.00109373	0.00148904	0.000126661	0.00227012	
0.383817	0.000109585	0.00110783	0.00155444	0.000126206	0.00228869	
0.385573	7.73332e-05	0.00105558	0.00161984	0.000125751	0.00230725	
0.387328	4.79924e-05	0.00099608	0.00159992	8.71018e-05	0.00233703	
0.389084	6.00549e-05	0.000976384	0.00158001	4.8452e-05	0.00236681	
0.39084	8.33308e-05	0.00100313	0.00165	2.97572e-05	0.00235648	
0.392596	0.000106607	0.00102987	0.00171999	1.10624e-05	0.00234616	
0.394352	9.19296e-05	0.00105703	0.00175964	4.30865e-05	0.00239048	
0.396108	7.72524e-05	0.00108419	0.00179928	7.51106e-05	0.00243479	
0.397863	5.99875e-05	0.00111135	0.00183893	8.71797e-05	0.00246708	
0.399619	8.4126e-05	0.00113851	0.00187858	9.92488e-05	0.00249936	
0.401375	0.00010158	0.00111633	0.00186176	5.37395e-05	0.00254117	
0.403131	0.000119033	0.00109414	0.00184494	8.23026e-06	0.00258298	
0.404887	0.000118373	0.00109186	0.00184609	3.58892e-05	0.00260073	
0.406643	0.000117712	0.00108958	0.00184725	6.35481e-05	0.00261848	
0.408398	0.000110583	0.00108523	0.00184766	5.4623e-05	0.00261918	
0.410154	0.000103453	0.00108088	0.00184807	4.56978e-05	0.00261989	
0.41191	7.30339e-05	0.00111882	0.00184848	5.67276e-05	0.00260856	
0.413666	8.40182e-05	0.00115676	0.00184889	6.77574e-05	0.00259724	
0.415422	0.000124033	0.00116382	0.00187433	8.41397e-05	0.00262852	
0.417178	0.000164049	0.00110454	0.00189976	0.000100522	0.0026598	
0.418933	0.00012902	0.00102535	0.00190722	9.69493e-05	0.00265098	
0.420689	5.25882e-05	0.00101251	0.00191468	9.33767e-05	0.00264217	
0.422445	1.97162e-05	0.00104611	0.00192963	7.69164e-05	0.00269826	
0.424201	2.82476e-05	0.00107971	0.00194457	6.04562e-05	0.00275436	
0.425957	4.54047e-05	0.00108428	0.00196177	4.39959e-05	0.00279742	
0.427712	6.25617e-05	0.00108886	0.00197896	2.75356e-05	0.00279236	
0.429468	0.000115084	0.00112474	0.00204027	7.9047e-05	0.00281399	
0.431224	0.000167607	0.00116062	0.00213753	0.000130558	0.00283563	
0.43298	0.000160612	0.00117659	0.00220857	0.000162115	0.00287831	
0.434736	0.000153617	0.00119257	0.00221968	0.000127155	0.002921	
0.436492	0.000166461	0.00120357	0.00219071	6.93294e-05	0.00294965	
0.438247	0.000220709	0.00121457	0.0021977	5.14141e-05	0.0029783	
0.440003	0.000244766	0.00120567	0.00228035	8.00603e-05	0.00298289	
0.441759	0.000199818	0.00119677	0.002363	0.000108707	0.00298748	
0.443515	0.000162957	0.00121663	0.00241826	8.46593e-05	0.00302691	
0.445271	0.000167499	0.0012365	0.00243757	6.06121e-05	0.00306634	
0.447027	0.000178941	0.00122319	0.00250706	5.65197e-05	0.00311178	
0.448782	0.000190384	0.00120988	0.00261252	5.24274e-05	0.00310911	
0.450538	0.00021304	0.00123389	0.00270299	2.63015e-05	0.00307785	
0.452294	0.000235696	0.00125791	0.00273353	1.75511e-07	0.00309473	
0.45405	0.000249726	0.00124874	0.00276182	3.39145e-05	0.0031507	
0.455806	0.000222353	0.00123958	0.00282608	6.76534e-05	0.00320667	
0.457562	0.000175788	0.00122607	0.00293078	8.35161e-05	0.00323645	
0.459317	0.000170626	0.00121255	0.00303549	9.93787e-05	0.0032181	
0.461073	0.000176677	0.00121894	0.00312446	0.000112747	0.00319976	
0.462829	0.000182729	0.00122533	0.00321344	0.000126115	0.00322954	
0.464585	0.000177998	0.00128811	0.00328593	0.000115787	0.00330995	
0.466341	0.000214671	0.00135089	0.00335842	6.55488e-05	0.00339035	
0.468096	0.000251343	0.00137801	0.00346088	5.6052e-05	0.00346274	
0.469852	0.000246613	0.00133879	0.00356334	0.000113072	0.00345493	
0.471608	0.000232097	0.00130996	0.00366539	0.000132533	0.00343514	
0.473364	0.000217582	0.00128113	0.00376744	8.54778e-05	0.00341536	
0.47512	0.00022118	0.00129459	0.00385151	9.32155e-06	0.0034467	
0.476876	0.000224779	0.00130805	0.00393558	-3.18163e-07	0.00347805	
0.478631	0.000252961	0.00131737	0.00405561	1.66487e-05	0.00349335	
0.480387	0.000281143	0.00132669	0.00417564	3.36157e-05	0.00350866	
0.482143	0.000330026	0.00136917	0.00433762	3.22905e-05	0.00356406	
0.483899	0.00037891	0.00141166	0.0044996	3.09654e-05	0.00361947	
0.485655	0.000406229	0.00137164	0.00466402	5.03747e-05	0.00360645	
0.487411	0.000433548	0.00133161	0.00482844	2.98741e-05	0.00359344	
0.489166	0.000481569	0.00132475	0.00501084	-2.55477e-05	0.00363656	
0.490922	0.00052959	0.0013179	0.00519323	-8.09695e-05	0.00367969	
0.492678	0.000528876	0.00134795	0.00537338	-0.000103133	0.00371028	
0.494434	0.000528161	0.001378	0.00555353	-8.53866e-05	0.00374087	
0.49619	0.00056195	0.00140805	0.00579961	-4.60223e-05	0.00377147	
0.497946	0.000595738	0.0014381	0.00604568	-6.65803e-06	0.00380206	
0.499701	0.000623543	0.00146125	0.00630482	3.48369e-05	0.00383999	
0.501457	0.000651347	0.00148441	0.00656396	3.64219e-05	0.00387791	
0.503213	0.000679152	0.00146112	0.00685307	1.38946e-05	0.00389177	
0.504969	0.000706956	0.00143784	0.00714217	-8.63273e-06	0.00390564	
