	1H_pinene_CDCl3	1H_benzyl_benzoate_CDCl3	1H_limonene_CDCl3_3	1H_pinene_benzylbenzoate_CDCl3	
0.68776	0.00264566	-0.000351921	-0.000612327	0.000465792	
0.687882	0.00278348	-0.000492506	-0.00032408	0.00044883	
0.688004	0.00314437	-0.000633091	-3.58331e-05	0.000431873	
0.688125	0.00363074	-0.000367664	-3.59458e-05	0.000414912	
0.688247	0.00367097	-0.000102237	-3.6058e-05	0.00039795	
0.688368	0.00345095	-0.000369705	-0.000119074	0.000340972	
0.68849	0.00323093	-0.000637174	-0.00020209	0.000283998	
0.688612	0.00335481	-0.000382617	-0.000274293	0.000227019	
0.688733	0.00347876	-0.000128068	-0.000346495	0.000170041	
0.688855	0.0036473	-0.00015492	-0.000230814	0.000225611	
0.688977	0.00381591	-0.000181764	5.7884e-05	0.000281181	
0.689098	0.00398452	-0.000382617	6.18263e-05	-4.84101e-05	
0.68922	0.00415313	-0.000583477	-0.000280263	-0.000378005	
0.689342	0.00417767	-0.000581324	-0.000640375	-0.000402469	
0.689463	0.00420222	-0.000579171	-0.000654455	-0.000186831	
0.689585	0.00422676	-0.000577018	-0.000383779	-0.000256311	
0.689706	0.00425131	-0.000574864	-0.00028612	-0.000725966	
0.689828	0.00417129	-0.000475742	-0.000556119	-0.00113809	
0.68995	0.00409126	-0.000376612	-0.000826119	-0.00115005	
0.690071	0.00401124	-0.000277489	-0.000703228	-0.00102195	
0.690193	0.00393122	-0.000178367	-0.000580337	-0.00113395	
0.690315	0.00375826	-0.000380129	-0.000461051	-0.001366	
0.690436	0.00358529	-0.00058189	-0.000341765	-0.00135795	
0.690558	0.00341232	-0.000399388	-0.000395494	-0.00149997	
0.69068	0.00323935	-0.000216886	-0.000449223	-0.00164198	
0.690801	0.00288673	7.35819e-05	-0.000403154	-0.00157211	
0.690923	0.00253419	1.60336e-05	-0.000357084	-0.00150223	
0.691045	0.00218165	-6.32703e-05	-0.000311014	-0.00119226	
0.691166	0.00182911	0.000205442	-0.000264944	-0.000882279	
0.691288	0.00145797	0.000253022	-0.0003198	-0.000947464	
0.691409	0.00108684	-4.7408e-05	-0.000374656	-0.00101265	
0.691531	0.00108749	-0.000347838	-0.000429512	-0.000837732	
0.691653	0.00108815	-0.000300258	-0.000484367	-0.000662811	
0.691774	0.001105	-9.13665e-05	-0.000493266	-0.000527911	
0.691896	0.00112191	-0.000230476	-0.000502164	-0.000393011	
0.692018	0.000915762	-0.000369594	-0.000338047	-1.80081e-05	
0.692139	0.000709608	-0.000160694	-0.00017393	0.000356995	
0.692261	0.00058246	6.27041e-05	-0.000179224	0.000461884	
0.692383	0.000455312	-6.19069e-05	-0.000184518	0.000566773	
0.692504	0.000328165	-0.000454783	-1.67969e-05	0.000911761	
0.692626	0.000201017	-0.000499643	0.000150925	0.00125675	
0.692747	4.01754e-05	-0.000315897	-2.33296e-05	0.00166802	
0.692869	-0.000120666	-0.000132143	-0.000197585	0.00207929	
0.692991	9.02787e-05	-0.000216655	-0.000184406	0.00225046	
0.693112	0.000301225	-0.000301167	0.000174805	0.00242162	
0.693234	0.000149678	-0.0003023	0.000335768	0.00318804	
0.693356	-1.86823e-06	-0.000303432	0.0001507	0.00395446	
0.693477	0.000218371	-0.000478573	-0.000185757	0.00433072	
0.693599	0.000438683	-0.000653714	-0.000176183	0.00446687	
0.693721	0.000589212	-0.000587776	-0.000131465	0.00489314	
0.693842	0.000739742	-0.000521846	-8.67466e-05	0.00587966	
0.693964	0.000890274	-0.000673421	-0.000236671	0.00707126	
0.694086	0.0010408	-0.000476986	-4.05638e-05	0.00802275	
0.694207	0.00103332	5.8338e-06	0.000371813	0.00890922	
0.694329	0.00102584	0.000140645	0.000438158	0.00979569	
0.69445	0.00124144	-0.000145063	0.00031707	0.0106672	
0.694572	0.0014571	-0.000430763	0.000195981	0.0115386	
0.694694	0.00154199	-0.000293918	0.000171876	0.0125351	
0.694815	0.00162688	-0.000157066	0.000147771	0.0135316	
0.694937	0.00171176	-0.000310227	0.000123666	0.0149282	
0.695059	0.00179665	-0.000463389	9.95612e-05	0.0163249	
0.69518	0.0020256	-0.000420794	0.000187195	0.0178565	
0.695302	0.00225455	-0.000378199	0.00027483	0.0193883	
0.695424	0.00248351	-0.000335604	7.41044e-05	0.02092	
0.695545	0.00271253	-0.000293009	-0.000126621	0.0224517	
0.695667	0.00289385	-0.000320196	7.36536e-05	0.0234556	
0.695788	0.00307517	-0.000347391	0.000273929	0.0244597	
0.69591	0.00325649	-0.000374578	9.21269e-05	0.0254386	
0.696032	0.00343781	-0.000401765	-8.96752e-05	0.0264176	
0.696153	0.00376784	-0.000265822	-0.000231828	0.0268863	
0.696275	0.00409787	-0.000129879	-2.79481e-05	0.0269549	
0.696397	0.00420483	-0.000283949	-1.87117e-05	0.0267534	
0.696518	0.00431187	-0.000438012	-9.47528e-06	0.0261517	
0.69664	0.0043383	-0.00046736	-5.56577e-05	0.0253083	
0.696762	0.0043648	-0.0004967	-0.00010184	0.024465	
0.696883	0.00453073	-0.000526041	0.000234054	0.0232614	
0.697005	0.00506844	-0.000555381	0.000569948	0.0216578	
0.697127	0.0055922	-0.00034909	0.000722012	0.019884	
0.697248	0.00574419	-0.000142798	0.000528045	0.0181102	
0.69737	0.00545932	8.52495e-05	0.000240362	0.0167116	
0.697491	0.00517445	-3.47197e-05	-4.73224e-05	0.015313	
0.697613	0.00533217	-0.000151969	-7.09766e-05	0.0139119	
0.697735	0.00548996	-0.000269219	-9.46312e-05	0.0125108	
0.697856	0.00564776	-0.000118211	-4.61959e-05	0.0111097	
0.697978	0.00580555	3.27975e-05	0.000348271	0.00970862	
0.6981	0.00555437	0.000169307	0.00065623	0.00893275	
0.698221	0.0053032	0.000305817	0.000618158	0.00815695	
0.698343	0.00505203	0.000268318	0.000161964	0.00738107	
0.698465	0.00480085	0.000230819	-0.00029423	0.00660527	
0.698586	0.00466267	0.000213146	7.55684e-05	0.00613586	
0.698708	0.00452456	0.000195473	0.000445367	0.00566652	
0.698829	0.00416337	3.79235e-06	0.00042588	0.0051971	
0.698951	0.00380219	-0.000187881	-0.000170326	0.00472776	
0.699073	0.00382208	-0.00014393	-0.000582702	0.00425834	
0.699194	0.00384198	-9.99719e-05	-0.00041836	0.003789	
0.699316	0.0036388	-5.60209e-05	1.99242e-05	0.00331958	
0.699438	0.00343563	-1.20625e-05	0.000458208	0.00285024	
0.699559	0.00306972	-0.000288934	0.00038916	0.00249587	
0.699681	0.00270389	-0.000565805	0.000320111	0.00214158	
0.699803	0.00233806	-0.000552662	0.000251063	0.00180222	
0.699924	0.00197223	-0.000539519	0.000182014	0.00146294	
0.700046	0.00195495	-0.000413999	0.000296794	0.00112857	
0.700168	0.00193767	-0.000288479	0.000411575	0.00103439	
0.700289	0.00214345	-0.000336967	0.000237996	0.000965144	
0.700411	0.00234924	-0.000385448	6.44173e-05	0.000655875	
0.700532	0.00235462	-0.00014019	9.31406e-05	0.000287436	
0.700654	0.00235999	0.000105076	0.000121864	0.000319246	
0.700776	0.00214229	0.000372082	-0.000116146	0.000671115	
0.700897	0.00192459	0.000291087	-0.000354155	0.00102306	
0.701019	0.0020508	-3.27975e-05	-0.000447985	0.0010848	
0.701141	0.002177	-0.000356674	-0.000195783	0.00114663	
0.701262	0.00230321	-0.0004123	5.64195e-05	0.00120837	
0.701384	0.00242948	-0.000467926	-3.74098e-05	0.0012702	
0.701506	0.00226988	-0.000468262	-0.000180801	0.00126942	
0.701627	0.00211027	-0.000468604	-0.000324192	0.00126871	
0.701749	0.00195066	-0.000664696	-0.000489211	0.00126793	
0.70187	0.00179106	-0.000512786	-0.000654229	0.00126723	
0.701992	0.00196141	-0.000226736	-0.000422753	0.00126645	
0.702114	0.00213176	5.93066e-05	-0.000191277	0.00126574	
0.702235	0.00207904	-0.00015492	6.18263e-05	0.00126496	
0.702357	0.0020264	-0.000369139	-3.1102e-05	0.00126426	
0.702479	0.0018702	-0.000443682	-0.000103417	0.00101407	
0.7026	0.00171401	-0.000518225	-0.000175733	0.000763889	
0.702722	0.00155782	-0.000324503	1.86851e-05	0.000513703	
0.702844	0.00140163	-0.000130787	0.000213102	0.00026352	
0.702965	0.00144991	-8.56966e-05	0.000313803	1.33328e-05	
0.703087	0.0014982	-0.000388622	0.000414504	-0.00023685	
0.703209	0.00154649	-0.000691548	0.000248472	-0.000487033	
0.70333	0.00159485	-0.000646457	8.24397e-05	-0.00073722	
0.703452	0.00125974	-0.000256076	-0.000179111	-0.00107244	
0.703573	0.000924621	0.000134297	-9.46312e-05	-0.00140766	
0.703695	0.000812575	0.000125915	8.35662e-05	-0.00174288	
0.703817	0.000700532	-0.000230476	0.000261763	-0.0020781	
0.703938	0.00044442	-0.00045637	0.000147996	-0.00231328	
0.70406	0.000188308	-0.000334248	3.42294e-05	-0.00254846	
0.704182	0.000141326	-0.000255629	-7.95373e-05	-0.00254354	
0.704303	9.44175e-05	-0.000177003	-0.000193304	-0.00253861	
0.704425	-2.87369e-05	-0.000298224	-0.000340864	-0.00305109	
0.704547	-0.000374889	-0.000419438	-0.000488422	-0.00356358	
0.704668	-0.000595564	-0.000540651	-0.000253905	-0.00351582	
0.70479	-0.000444453	-0.000661865	-1.93873e-05	-0.00346807	
0.704911	-0.000265459	-0.000398822	5.2928e-05	-0.00310018	
0.705033	-0.000309536	-0.000135772	-0.000220789	-0.00273228	
0.705155	-0.0007254	-4.673e-05	-0.000472878	-0.0026045	
0.705276	-0.00114126	4.23118e-05	-0.000724968	-0.00247671	
0.705398	-0.0014294	1.89766e-05	-0.000737358	-0.00275409	
0.70552	-0.00171746	-4.35859e-06	-0.000749749	-0.00303147	
0.705641	-0.00200552	-2.76938e-05	-0.000495406	-0.00258855	
0.705763	-0.00229358	-5.10365e-05	-0.000241064	-0.00214563	
0.705885	-0.0023121	-9.61199e-05	-9.84613e-05	-0.00170771	
0.706006	-0.00233061	-0.000141211	-0.00030189	-0.00126979	
0.706128	-0.00234913	-0.000186294	-0.000505318	-0.00107197	
0.70625	-0.00236765	-0.000231385	-0.000362716	-0.000874151	
0.706371	-0.00239183	-0.00016024	-0.00019781	-0.000779267	
0.706493	-0.00241594	-8.91015e-05	-3.29041e-05	-0.000684306	
0.706614	-0.00266312	-0.000191964	-0.000250075	-0.000576917	
0.706736	-0.0029103	-0.000294827	-0.000467246	-0.00046945	
0.706858	-0.00286469	-0.000288934	-0.000576282	-0.000121959	
0.706979	-0.00281909	-0.00028304	-0.000685318	0.000425696	
0.707101	-0.00277349	-0.000277154	-0.000527621	0.00100579	
0.707223	-0.00272789	-0.000271261	-0.000369925	0.00130584	
0.707344	-0.00276369	-0.000370495	-0.000185194	0.00108809	
0.707466	-0.00279941	-0.000469737	-0.000346495	0.000670332	
0.707588	-0.00283514	-0.00039497	-0.000529424	0.000577636	
0.707709	-0.00287087	-0.000320196	-0.00036632	0.000765137	
0.707831	-0.00293912	-0.000310682	-9.86862e-05	0.000925049	
0.707952	-0.00300738	-0.000301167	-0.000177084	0.000884954	
0.708074	-0.00285257	-0.000128523	-0.000442916	0.000734735	
0.708196	-0.00269775	4.41223e-05	-0.000708747	0.000584591	
0.708317	-0.00262223	6.76885e-05	-0.000497884	0.000565991	
0.708439	-0.00254672	-8.27536e-05	-0.000287022	0.000547469	
0.708561	-0.0024712	-0.000244074	-0.000364518	0.000528865	
0.708682	-0.00239568	-0.000231385	-0.000442015	0.000510342	
0.708804	-0.00212497	-0.000247695	-0.000256383	0.000476733	
0.708926	-0.00185426	-0.000438012	-7.07516e-05	0.000443205	
0.709047	-0.00158356	-0.000552207	0.00011488	0.000409596	
0.709169	-0.00131278	-0.000318386	0.000300512	0.000376068	
0.709291	-0.00132556	9.30652e-05	0.000366294	0.000384975	
0.709412	-0.00133834	0.000330508	0.000432076	0.000393964	
0.709534	-0.00112805	0.000281572	4.37256e-07	0.000402875	
0.709655	-0.000917682	0.000232629	-0.000431201	0.000411864	
0.709777	-0.000577265	0.000241697	-0.000495181	0.000420772	
0.709899	-0.000236848	0.000250757	-0.000213129	0.000429761	
0.71002	0.000103567	0.000259817	0.000241939	0.000451177	
0.710142	0.000444056	0.000268884	0.000350975	0.000472669	
0.710264	0.00104204	0.000202835	0.000261538	0.000644226	
0.710385	0.00164009	0.000136793	0.000172101	0.00101587	
0.710507	0.00246121	-0.000103258	6.1038e-05	0.00127497	
0.710629	0.00328234	-0.000343308	-5.00255e-05	0.00153406	
0.71075	0.00413135	-7.58469e-05	2.27401e-05	0.00180566	
0.710872	0.00498036	0.000191621	9.55057e-05	0.00207726	
0.710993	0.00582936	0.000169076	-9.84613e-05	0.00234886	
0.711115	0.00667837	0.000146538	-0.000292428	0.00262046	
0.711237	0.0075064	0.00015299	-0.000447647	0.00279702	
0.711358	0.00833449	0.00015945	-0.000256834	0.00297358	
0.71148	0.00953437	0.00016591	-8.76477e-05	0.00322517	
0.711602	0.0107343	0.000172362	8.15387e-05	0.00335671	
0.711723	0.0121293	-2.05636e-05	-5.19492e-06	0.0033807	
0.711845	0.0135244	-0.000213481	-9.19281e-05	0.00352475	
0.711967	0.0148916	-0.000232406	-0.000178661	0.00371381	
0.712088	0.0167049	-0.000251323	-0.000265394	0.00370279	
0.71221	0.0186577	-0.000151969	-8.44938e-05	0.0034301	
0.712332	0.0206104	-5.26235e-05	9.64073e-05	0.00327745	
0.712453	0.022591	-1.85221e-05	-0.000220113	0.00336491	
0.712575	0.0245717	-0.000158429	-0.000536633	0.00357242	
0.712696	0.0269566	-0.000312835	-0.00061886	0.00361487	
0.712818	0.0293416	-0.00029324	-0.000355056	0.00345722	
0.71294	0.0319496	-0.000262767	-9.12519e-05	0.0033521	
0.713061	0.0345577	-0.000406295	-0.00017348	0.00336703	
0.713183	0.0370449	-0.000528984	-0.000171002	0.00354452	
0.713305	0.0395321	-0.000303663	-0.000168523	0.00372202	
0.713426	0.0416196	0.000102922	-0.000187672	0.00390702	
0.713548	0.0437071	0.000335492	-0.000206821	0.00409202	
0.71367	0.0455948	0.000259936	-0.000276433	0.00427702	
0.713791	0.0470363	0.000184372	-0.000346045	0.00446202	
0.713913	0.0480085	9.79379e-05	-0.000148924	0.00464702	
0.714034	0.0487577	1.14962e-05	4.81969e-05	0.00483202	
0.714156	0.049119	-6.19069e-05	-7.26664e-05	0.00478622	
0.714278	0.0490343	-0.000135317	-0.000539561	0.00474042	
0.714399	0.0482989	-3.47197e-05	-0.000833441	0.00469462	
0.714521	0.0473404	6.5878e-05	-0.000781288	0.00464882	
0.714643	0.0461171	-4.01586e-05	-0.000365081	0.00458801	
0.714764	0.0441502	-0.000146195	5.11254e-05	0.0045272	
0.714886	0.0413375	-7.82236e-05	-0.000145432	0.0044664	
0.715008	0.0385248	-1.0252e-05	-0.00034199	0.00440559	
0.715129	0.036258	0.000151969	-0.000361927	0.00441981	
0.715251	0.0342144	0.000314198	-0.000381865	0.00443404	
0.715373	0.0316782	0.000302412	-0.000401802	0.00437824	
0.715494	0.028919	0.000290632	-0.000421739	0.00404231	
0.715616	0.0265593	7.94679e-05	-0.000185757	0.00359384	
0.715737	0.0246459	-0.000131696	5.02244e-05	0.00334545	
0.715859	0.0227185	-5.64754e-05	0.000113191	0.00345972	
0.715981	0.0207911	0.000192754	0.000176156	0.00369404	
0.716102	0.0191527	0.000212014	0.000219748	0.00380799	
0.716224	0.0179604	-0.000116736	0.00026334	0.00392195	
0.716346	0.0170377	-0.000271484	4.01996e-05	0.00419847	
0.716467	0.016115	-7.82236e-05	-0.000182942	0.00459505	
0.716589	0.0154804	0.00024917	-0.000352015	0.00484656	
0.716711	0.0148458	0.000402562	-0.000175057	0.00481796	
0.716832	0.0142113	0.000164434	2.35285e-05	0.00457175	
0.716954	0.0135767	-7.36937e-05	-0.000123918	0.00432556	
0.717075	0.012991	-0.00033991	-0.000225407	0.00430445	
0.717197	0.0124052	-0.000432126	1.91354e-05	0.00456347	
0.717319	0.0118333	-0.000219829	9.06624e-05	0.00481498	
0.71744	0.0112615	0.000166476	-0.000183843	0.00478638	
0.717562	0.010922	0.00024464	-0.000440325	0.00453518	
0.717684	0.0108056	-2.52053e-05	-0.000350776	0.00416392	
0.717805	0.0103221	-0.000305928	-8.82107e-05	0.0038427	
0.717927	0.00939249	-0.000238635	-0.000171677	0.00352146	
0.718049	0.00882718	-6.66678e-05	-0.000374993	0.00336374	
0.71817	0.00870809	-0.00024271	-0.000232278	0.00320602	
0.718292	0.008589	-0.00058189	-1.74725e-05	0.0030483	
0.718414	0.00802377	-0.000573054	0.000197333	0.00289057	
0.718535	0.00723075	-0.000237957	9.8547e-05	0.0026203	
0.718657	0.00688395	-7.68602e-05	-2.38419e-07	0.00235003	
0.718778	0.00692751	-0.000202157	-9.90243e-05	0.0021648	
0.7189	0.00697108	-0.000327453	-0.00019781	0.00185951	
0.719022	0.00654868	-0.000153668	-1.00383e-05	0.0014892	
0.719143	0.00612636	2.01091e-05	0.000177734	0.001399	
0.719265	0.00548096	1.98856e-05	0.000178071	0.00149639	
0.719387	0.00483556	1.96546e-05	-0.000167622	0.00139369	
0.719508	0.004311	3.75584e-05	-0.000426808	0.00106089	
0.71963	0.00378643	5.54547e-05	-0.000339963	0.000728089	
0.719752	0.00348493	7.3351e-05	-0.000296371	0.000782959	
0.719873	0.00318344	9.12547e-05	-0.000252779	0.000837825	
0.719995	0.00277389	0.000115268	-0.000271364	0.000792336	
0.720116	0.00236434	0.000139281	-0.00028995	0.00074685	
0.720238	0.00232659	-1.07065e-05	-9.22657e-05	0.00070136	
0.72036	0.00228883	-0.000160694	-0.000240613	0.000655875	
0.720481	0.00191646	6.27041e-05	-0.000479073	0.000515345	
0.720603	0.00154409	0.000286102	-0.000371502	0.000374816	
0.720725	0.0013948	5.61029e-06	-0.000112541	0.000234287	
0.720846	0.00124558	-0.00044889	-0.000199612	9.37581e-05	
0.720968	0.00127172	-0.000510968	-0.000312816	0.000180826	
0.72109	0.00129786	6.96629e-06	-0.00042602	0.000267897	
0.721211	0.00110093	0.000383526	-0.000272491	0.000354964	
0.721333	0.000903998	0.000412077	-0.000118962	0.000442032	
0.721455	0.000753541	0.000143364	4.17763e-05	0.000409048	
0.721576	0.000603082	-0.000125349	0.000202514	0.000376068	
0.721698	0.000675697	-0.000241809	0.000363253	0.00035809	
0.721819	0.000748385	-0.000358261	0.00052399	0.000340115	
0.721941	0.00114137	-0.000322349	0.000324054	0.000304163	
0.722063	0.00153436	-0.000286438	0.000124116	0.000508387	
0.722184	0.00155557	-0.000250526	-7.58204e-05	0.000727545	
0.722306	0.00157677	-0.000214614	-0.000275757	0.000706676	
0.722428	0.00174204	-0.000167832	-0.000259425	0.000595693	
0.722549	0.00190731	-0.000121042	-0.000243091	0.000724886	
0.722671	0.00207258	-7.42599e-05	-5.37429e-05	0.0010891	
0.722793	0.00223792	-2.74703e-05	0.000135606	0.0014534	
0.722914	0.00244502	-3.50624e-05	4.38038e-05	0.00148998	
0.723036	0.00265212	-4.26546e-05	-4.7998e-05	0.00128653	
0.723157	0.00248743	-5.02393e-05	3.32156e-05	0.00121807	
0.723279	0.00232274	-5.78314e-05	0.000114429	0.00114968	
0.723401	0.00232535	-2.19196e-05	8.75085e-05	0.00109122	
0.723522	0.00232797	1.39922e-05	6.05872e-05	0.00103283	
0.723644	0.00225622	-0.00024011	-0.00013935	0.000974368	
0.723766	0.00196148	-0.000494204	-0.000339286	0.000915982	
0.723887	0.00179353	-0.000293806	-0.000409011	0.00108918	
0.724009	0.00199743	-9.34005e-05	-0.000478736	0.00126246	
0.724131	0.00232681	-0.000183009	-0.000375444	0.00143566	
0.724252	0.00243311	-0.000272617	-0.000272153	0.00160893	
0.724374	0.00245577	-0.000235349	-0.000262578	0.00159705	
0.724496	0.00247842	-0.000198081	-0.000253004	0.00158525	
0.724617	0.00248714	-0.000160806	-0.000398423	0.00143832	
0.724739	0.00249585	-0.000123538	-0.000543842	0.00153156	
0.72486	0.00234184	-5.45457e-05	-0.000674842	0.00168975	
0.724982	0.00218789	1.44467e-05	-0.000517484	0.00184802	
0.725104	0.00204789	-0.000184827	-0.000136646	0.00202122	
0.725225	0.00190789	-0.000384092	7.11754e-05	0.00219449	
0.725347	0.00179113	-0.000420228	-0.000121102	0.00236769	
0.725469	0.00189744	-0.000108354	-0.000313379	0.00254097	
0.72559	0.00202698	0.000105642	-0.000292991	0.00271417	
0.725712	0.00193345	0.000145629	1.57566e-05	0.00288745	
0.725834	0.00167407	0.000170097	0.000267395	0.00306455	
0.725955	0.00178655	0.000194564	0.000230675	0.00324174	
0.726077	0.00219646	0.000251666	-0.000126847	0.00326878	
0.726198	0.00260637	-3.92497e-05	-0.000484367	0.003536	
0.72632	0.00278856	-0.000333793	-0.000398535	0.00399823	
0.726442	0.00297075	-0.000280321	-2.43434e-05	0.00422043	
0.726563	0.00337601	-0.000154354	0.000194855	0.00404739	
0.726685	0.00378127	-2.83793e-05	0.000125694	0.00387443	
0.726807	0.00425849	-1.65924e-05	-4.43938e-05	0.00377142	
0.726928	0.00473579	-4.81308e-06	7.3879e-05	0.00390858	
0.72705	0.00521309	-0.000167035	0.000282264	0.00404567	
0.727172	0.00569038	-0.000329264	0.000317633	0.00394274	
0.727293	0.00602825	-0.000400856	0.000216031	0.00369967	
0.727415	0.00636613	-0.000472456	0.000114429	0.00345667	
0.727537	0.00650417	-0.000370048	0.000182239	0.00319859	
0.727658	0.00664221	-0.000267632	-3.83109e-05	0.0029406	
0.72778	0.00698473	-0.000138491	-0.000465669	0.00258716	
0.727901	0.00769904	-9.34303e-06	-0.000604668	0.00223381	
0.728023	0.00842729	0.000119798	-0.000404843	0.00228055	
0.728145	0.00878376	0.000248946	-0.000205019	0.00232736	
0.728266	0.00886603	9.17017e-05	-0.000333204	0.00217402	
0.728388	0.00917137	-6.55353e-05	-0.000461389	0.00202075	
0.72851	0.00955107	-4.87715e-05	-0.000416558	0.0018674	
0.728631	0.00993085	-3.20002e-05	-0.000371727	0.00171414	
0.728753	0.0102234	-0.000159338	-0.000382766	0.00118563	
0.728875	0.010516	-0.000286669	-0.000393805	0.000657201	
0.728996	0.0108085	-0.000134863	-0.000404843	0.000393808	
0.729118	0.0111011	1.69352e-05	-0.000415882	0.000370596	
0.729239	0.0114076	-0.000117645	-0.000412503	0.000427339	
0.729361	0.0117141	-0.000426233	-0.000409123	0.000484161	
0.729483	0.0120206	-0.000553563	-0.000232729	0.00055591	
0.729604	0.0123272	-0.000332884	-5.63334e-05	0.000627737	
0.729726	0.0126444	-0.000104621	-0.00012786	0.000559974	
0.729848	0.0129616	-5.0351e-05	-0.000199387	0.000492286	
0.729969	0.0132787	-0.000166468	-0.000270914	0.000424523	
0.730091	0.0135959	-0.000282586	-0.00034244	0.000356838	
0.730213	0.0136343	-0.000239201	-0.000284205	0.000289075	
0.730334	0.0136726	-0.000195809	-0.00022597	0.00022139	
0.730456	0.0137109	-0.000152424	-0.000167735	0.000153627	
0.730578	0.0137494	-0.000109039	-0.0001095	8.59424e-05	
0.730699	0.0137854	-3.84599e-05	-0.000221577	6.82026e-05	
0.730821	0.0138214	3.21195e-05	-0.000333654	5.05373e-05	
0.730942	0.0138574	-7.13095e-05	-0.000157372	3.27975e-05	
0.731064	0.0138934	-0.000174738	1.89105e-05	1.51321e-05	
0.731186	0.0137621	-0.000180289	0.000209611	0.000197474	
0.731307	0.0136308	-0.00018584	0.000400311	0.000379898	
0.731429	0.0134996	-0.000191398	0.000475667	0.000562239	
0.731551	0.0133683	-0.000196949	0.000262665	0.000744659	
0.731672	0.0130389	-8.15094e-05	-9.90243e-05	0.0009517	
0.731794	0.0127095	3.39299e-05	-0.000287697	0.00115882	
0.731916	0.0123801	0.000149369	-7.26664e-05	0.00136586	
0.732037	0.0120508	0.000264801	0.000142364	0.00157298	
0.732159	0.0117074	0.00013373	-3.05474e-06	0.00156993	
0.73228	0.0113641	2.65986e-06	-0.000148473	0.00156696	
0.732402	0.0110208	-0.000128411	-5.53252e-06	0.00194908	
0.732524	0.0106775	-0.000259481	0.000137408	0.00233127	
0.732645	0.0104166	-0.000398703	6.85849e-05	0.00246078	
0.732767	0.0101557	-0.000537932	-2.38419e-07	0.00235026	
0.732889	0.00967183	-0.000677161	-6.90618e-05	0.00247977	
0.73301	0.00918793	-0.00081639	-0.000137885	0.00284946	
0.733132	0.00890851	-0.000553228	-0.000203104	0.00331911	
0.733254	0.00862909	-0.000290066	-0.000268323	0.00378884	
0.733375	0.00834967	-0.000200912	-0.000268661	0.0042735	
0.733497	0.00807025	-0.000111751	-9.5983e-05	0.00475824	
0.733618	0.00766499	-0.000205897	-3.47067e-05	0.0051599	
0.73374	0.0072598	-0.000300035	-0.000146446	0.00556163	
0.733862	0.00722639	-0.000394173	-0.000265394	0.00597829	
0.733983	0.00719299	-0.000488311	-0.000211327	0.00639503	
0.734105	0.00686681	-0.000212692	-2.02884e-05	0.00699677	
0.734227	0.00654062	6.29276e-05	-0.00011761	0.00783869	
0.734348	0.00658622	-8.19638e-05	-0.000427597	0.00896065	
0.73447	0.00663183	-0.000574864	-0.000564567	0.0100827	
0.734592	0.00652632	-0.00067807	-0.000562765	0.0113447	
0.734713	0.00642088	-0.000433259	-0.000560963	0.0128469	
0.734835	0.00662681	-0.000188448	-0.000548347	0.0146392	
0.734957	0.00720454	-0.000291653	-0.000535732	0.0164315	
0.735078	0.00777761	-0.0003151	-0.000285219	0.0183888	
0.7352	0.00835069	9.46224e-06	-3.47067e-05	0.0207464	
0.735321	0.00874716	0.000312269	4.27901e-05	0.023479	
0.735443	0.00914364	0.000267074	0.000120287	0.0264518	
0.735565	0.0095526	1.70469e-05	0.000153628	0.0293717	
0.735686	0.0103333	-0.000232972	0.00018697	0.0325318	
0.735808	0.0114255	-0.000214733	0.000220312	0.036142	
0.73593	0.0125176	-0.000196494	0.000253653	0.0399924	
0.736051	0.0133588	-0.000326887	2.02619e-05	0.0435376	
0.736173	0.0141999	-0.000457272	-0.000213129	0.0468428	
0.736295	0.0154175	-0.000308529	-0.000273504	0.0503879	
0.736416	0.0171557	-0.000159785	-0.00033388	0.0536931	
0.736538	0.0190286	-0.000282928	-0.000212228	0.0561728	
0.736659	0.0209014	-0.000580072	-9.05762e-05	0.0579323	
0.736781	0.0229091	-0.000695966	3.10754e-05	0.0592716	
0.736903	0.0254372	-0.000463843	0.000152727	0.0600506	
0.737024	0.0283418	-0.000166468	0.000184267	0.0596942	
0.737146	0.0316182	-4.31016e-05	0.000215806	0.0579772	
0.737268	0.0354057	-0.00020612	0.000247345	0.0555548	
0.737389	0.0397139	-0.000369139	0.000278885	0.0528924	
0.737511	0.0442598	-0.000281684	0.000199924	0.0496067	
0.737633	0.0490287	-0.000194229	0.000120963	0.0455206	
0.737754	0.0542857	0.000161491	4.20017e-05	0.0410393	
0.737876	0.0599887	0.000517204	-3.69595e-05	0.0370382	
0.737998	0.0662355	0.000626408	-2.58079e-05	0.0331222	
0.738119	0.0727054	0.000387609	-1.46567e-05	0.0292061	
0.738241	0.0790498	5.45457e-05	0.00016951	0.0252701	
0.738362	0.0853943	-0.00027851	0.000353678	0.0221344	
0.738484	0.0917457	-6.96108e-05	0.000367533	0.0196089	
0.738606	0.0976509	0.000139281	0.000381387	0.0170835	
0.738727	0.103175	0.000137925	0.000395242	0.0143679	
0.738849	0.108253	-0.000211447	0.000409097	0.0121326	
0.738971	0.112769	-0.000444815	0.000332839	0.0103175	
0.739092	0.116243	-0.000678182	0.000256582	0.00898254	
0.739214	0.118361	-0.000527285	0.000180324	0.00780766	
0.739336	0.11914	-0.000376388	0.000104066	0.00663279	
0.739457	0.118498	-0.000306606	0.000155318	0.0057471	
0.739579	0.116815	-0.000236824	0.00020657	0.00486141	
