,Mieszanina_perfumy_bez menthonu
1.40121,0.110956
1.40297,0.108204
1.40472,0.105523
1.40648,0.102922
1.40823,0.100432
1.40999,0.0980697
1.41175,0.0958179
1.4135,0.093644
1.41526,0.0915403
1.41701,0.089522
1.41877,0.0876143
1.42052,0.0857805
1.42228,0.083997
1.42404,0.0822499
1.42579,0.0805731
1.42755,0.0789791
1.4293,0.0774555
1.43106,0.0759853
1.43282,0.0745653
1.43457,0.0731905
1.43633,0.0718659
1.43808,0.070604
1.43984,0.0693723
1.44159,0.0681682
1.44335,0.0669943
1.44511,0.0658473
1.44686,0.0647505
1.44862,0.0636977
1.45037,0.062675
1.45213,0.0616962
1.45389,0.0607475
1.45564,0.059824
1.4574,0.0589306
1.45915,0.0580479
1.46091,0.0571953
1.46266,0.056349
1.46442,0.0555328
1.46618,0.0547492
1.46793,0.0540159
1.46969,0.0533114
1.47144,0.052607
1.4732,0.0519078
1.47496,0.0512086
1.47671,0.0505263
1.47847,0.049844
1.48022,0.0491975
1.48198,0.0485812
1.48373,0.0479931
1.48549,0.0474049
1.48725,0.0468272
1.489,0.0462495
1.49076,0.0457101
1.49251,0.0452008
1.49427,0.044711
1.49603,0.0442212
1.49778,0.0437332
1.49954,0.0432452
1.50129,0.0428077
1.50305,0.0423701
1.5048,0.0419344
1.50656,0.0414987
1.50832,0.0410755
1.51007,0.0406825
1.51183,0.0403077
1.51358,0.0399328
1.51534,0.0395463
1.5171,0.0391597
1.51885,0.0388315
1.52061,0.0385335
1.52236,0.0382141
1.52412,0.0378947
1.52587,0.0375853
1.52763,0.0373061
1.52939,0.0370382
1.53114,0.0367702
1.5329,0.0365023
1.53465,0.0362645
1.53641,0.0360258
1.53817,0.035787
1.53992,0.0355483
1.54168,0.0353396
1.54343,0.0351517
1.54519,0.0349638
1.54694,0.0347777
1.5487,0.0345917
1.55046,0.0344242
1.55221,0.0342567
1.55397,0.0341073
1.55572,0.0339881
1.55748,0.033892
1.55924,0.0337959
1.56099,0.0336784
1.56275,0.0335609
1.5645,0.0334547
1.56626,0.0333787
1.56801,0.0333139
1.56977,0.0332793
1.57153,0.0332537
1.57328,0.0332281
1.57504,0.0332025
1.57679,0.033207
1.57855,0.0332508
1.58031,0.0332945
1.58206,0.033342
1.58382,0.0333895
1.58557,0.0334578
1.58733,0.0335563
1.58908,0.0336729
1.59084,0.0337895
1.5926,0.0339206
1.59435,0.0340517
1.59611,0.0341827
1.59786,0.0343138
1.59962,0.0344577
1.60138,0.0346017
1.60313,0.0347305
1.60489,0.0348594
1.60664,0.0350222
1.6084,0.0351849
1.61015,0.0353477
1.61191,0.0355104
1.61367,0.0356653
1.61542,0.0358201
1.61718,0.0359749
1.61893,0.0361599
1.62069,0.03637
1.62245,0.0366102
1.6242,0.0368504
1.62596,0.0370906
1.62771,0.0373515
1.62947,0.0376125
1.63122,0.0378735
1.63298,0.0381345
1.63474,0.0383748
1.63649,0.038615
1.63825,0.0388553
1.64,0.0390956
1.64176,0.0393069
1.64352,0.0395182
1.64527,0.0397082
1.64703,0.0398681
1.64878,0.04
1.65054,0.0400817
1.65229,0.0401396
1.65405,0.0401673
1.65581,0.0401761
1.65756,0.0401547
1.65932,0.0401233
1.66107,0.0400919
1.66283,0.040073
1.66459,0.0400541
1.66634,0.0400102
1.6681,0.0399662
1.66985,0.0399803
1.67161,0.0399943
1.67336,0.0399833
1.67512,0.0399422
1.67688,0.0399233
1.67863,0.0399546
1.68039,0.0399979
1.68214,0.0400111
1.6839,0.0400189
1.68565,0.0400267
1.68741,0.0400307
1.68917,0.0400347
1.69092,0.0400215
1.69268,0.0399782
1.69443,0.0399248
1.69619,0.0398714
1.69795,0.0398169
1.6997,0.0397323
1.70146,0.0396163
1.70321,0.0394702
1.70497,0.0393511
1.70672,0.0392319
1.70848,0.0391279
1.71024,0.0390238
1.71199,0.038942
1.71375,0.0388903
1.7155,0.0388801
1.71726,0.0388999
1.71902,0.038911
1.72077,0.0389221
1.72253,0.038915
1.72428,0.0388577
1.72604,0.0387505
1.72779,0.0385932
1.72955,0.0383793
1.73131,0.0381153
1.73306,0.0377957
1.73482,0.0374058
1.73657,0.0369638
1.73833,0.0364917
1.74009,0.0360211
1.74184,0.0355505
1.7436,0.035078
1.74535,0.0346055
1.74711,0.0341208
1.74886,0.033636
1.75062,0.0331362
1.75238,0.0326364
1.75413,0.0321331
1.75589,0.0316298
1.75764,0.0310881
1.7594,0.0305164
1.76116,0.0299396
1.76291,0.0293629
1.76467,0.0288194
1.76642,0.0282759
1.76818,0.0277359
1.76993,0.027196
1.77169,0.026614
1.77345,0.026032
1.7752,0.0255033
1.77696,0.0250249
1.77871,0.0245854
1.78047,0.0241458
1.78223,0.0237063
1.78398,0.0232969
1.78574,0.0229107
1.78749,0.0225547
1.78925,0.0222215
1.791,0.0219185
1.79276,0.0216255
1.79452,0.0213325
1.79627,0.0210438
1.79803,0.0207551
1.79978,0.0204664
1.80154,0.0201777
1.8033,0.0199075
1.80505,0.0196374
1.80681,0.0194055
1.80856,0.0192037
1.81032,0.0190199
1.81207,0.0188362
1.81383,0.0186393
1.81559,0.0184424
1.81734,0.0182467
1.8191,0.0180511
1.82085,0.0178554
1.82261,0.0176598
1.82437,0.0174836
1.82612,0.0173074
1.82788,0.017133
1.82963,0.0169587
1.83139,0.0167775
1.83314,0.0166264
1.8349,0.0165036
1.83666,0.0163807
1.83841,0.0162332
1.84017,0.0160857
1.84192,0.0159734
1.84368,0.015861
1.84544,0.0157525
1.84719,0.0156439
1.84895,0.0155504
1.8507,0.0154569
1.85246,0.0153749
1.85421,0.0152928
1.85597,0.015246
1.85773,0.0151991
1.85948,0.0151576
1.86124,0.015116
1.86299,0.0150996
1.86475,0.0150832
1.86651,0.0150747
1.86826,0.0150663
1.87002,0.0150579
1.87177,0.0150494
1.87353,0.015078
1.87528,0.0151066
1.87704,0.0151585
1.8788,0.0152103
1.88055,0.015251
1.88231,0.0152615
1.88406,0.015272
1.88582,0.0153127
1.88758,0.0153819
1.88933,0.0154512
1.89109,0.0155072
1.89284,0.0155633
1.8946,0.0156522
1.89635,0.0157412
1.89811,0.0158152
1.89987,0.0158891
1.90162,0.0159577
1.90338,0.0160263
1.90513,0.01611
1.90689,0.0161936
1.90865,0.0162916
1.9104,0.0163895
1.91216,0.0164874
1.91391,0.0165854
1.91567,0.0167047
1.91742,0.0168239
1.91918,0.0169432
1.92094,0.0170625
1.92269,0.0171842
1.92445,0.0173059
1.9262,0.0174427
1.92796,0.0175795
1.92972,0.017736
1.93147,0.0178925
1.93323,0.0180491
1.93498,0.0182056
1.93674,0.0183426
1.93849,0.0184795
1.94025,0.0186165
1.94201,0.0187534
1.94376,0.0188587
1.94552,0.0189639
1.94727,0.0190676
1.94903,0.0191713
1.95079,0.0192766
1.95254,0.0193568
1.9543,0.019416
1.95605,0.0194752
1.95781,0.0195256
1.95956,0.019576
1.96132,0.0195913
1.96308,0.0196066
1.96483,0.0196296
1.96659,0.0196527
1.96834,0.0196607
1.9701,0.0196687
1.97186,0.0196711
1.97361,0.0196734
1.97537,0.0196507
1.97712,0.0196279
1.97888,0.0195909
1.98063,0.0195539
1.98239,0.0195319
1.98415,0.01951
1.9859,0.019472
1.98766,0.019434
1.98941,0.019381
1.99117,0.019328
1.99293,0.019319
1.99468,0.0193101
1.99644,0.0193012
1.99819,0.0192922
1.99995,0.0192745
2.0017,0.0192568
2.00346,0.0192733
2.00522,0.0192897
2.00697,0.0193003
2.00873,0.0192959
2.01048,0.0192936
2.01224,0.0193064
2.014,0.0193496
2.01575,0.019428
2.01751,0.0195127
2.01926,0.0195823
2.02102,0.0196527
2.02277,0.0197483
2.02453,0.0198631
2.02629,0.0199778
2.02804,0.0200788
2.0298,0.0201646
2.03155,0.0202521
2.03331,0.0203546
2.03507,0.0204762
2.03682,0.0206228
2.03858,0.0207915
2.04033,0.0209601
2.04209,0.0211432
2.04384,0.0213263
2.0456,0.0215445
2.04736,0.0217627
2.04911,0.0219892
2.05087,0.0222156
2.05262,0.0224672
2.05438,0.0227188
2.05614,0.0229745
2.05789,0.0232301
2.05965,0.0234858
2.0614,0.0237414
2.06316,0.0239885
2.06491,0.0242355
2.06667,0.0244675
2.06843,0.0246994
2.07018,0.0249267
2.07194,0.025154
2.07369,0.0253661
2.07545,0.0255783
2.07721,0.0257777
2.07896,0.0259771
2.08072,0.0261413
2.08247,0.0263055
2.08423,0.0264537
2.08598,0.026602
2.08774,0.0267226
2.0895,0.0268281
2.09125,0.0269257
2.09301,0.0270083
2.09476,0.0270682
2.09652,0.0271031
2.09828,0.027131
2.10003,0.027174
2.10179,0.0272051
2.10354,0.0272111
2.1053,0.0271815
2.10705,0.0271368
2.10881,0.0270839
2.11057,0.027031
2.11232,0.026954
2.11408,0.026877
2.11583,0.0267849
2.11759,0.0266928
2.11935,0.0265781
2.1211,0.0264634
2.12286,0.0263337
2.12461,0.0262039
2.12637,0.0261056
2.12812,0.0260072
2.12988,0.0258932
2.13164,0.025764
2.13339,0.0256347
2.13515,0.0255203
2.1369,0.0254066
2.13866,0.0252778
2.14042,0.0251453
2.14217,0.0250379
2.14393,0.0249722
2.14568,0.0249216
2.14744,0.0248475
2.14919,0.0247733
2.15095,0.0247001
2.15271,0.024627
2.15446,0.024587
2.15622,0.0245471
2.15797,0.0245323
2.15973,0.0245175
2.16149,0.0245437
2.16324,0.02457
2.165,0.0245981
2.16675,0.0246263
2.16851,0.0246748
2.17026,0.0247534
2.17202,0.0248321
2.17378,0.0249107
2.17553,0.0249903
2.17729,0.0251
2.17904,0.0252294
2.1808,0.025374
2.18256,0.025536
2.18431,0.0256981
2.18607,0.0258621
2.18782,0.0260261
2.18958,0.0262145
2.19133,0.026418
2.19309,0.0266415
2.19485,0.0268801
2.1966,0.0271467
2.19836,0.0274434
2.20011,0.027741
2.20187,0.0280386
2.20363,0.0283499
2.20538,0.0286913
2.20714,0.0290408
2.20889,0.0293904
2.21065,0.0297462
2.2124,0.030102
2.21416,0.0304487
2.21592,0.0307654
2.21767,0.0310459
2.21943,0.0313114
2.22118,0.0315546
2.22294,0.0317476
2.2247,0.0318944
2.22645,0.0320112
2.22821,0.0321016
2.22996,0.0321417
2.23172,0.0321069
2.23347,0.0320219
2.23523,0.0318816
2.23699,0.0316911
2.23874,0.0314385
2.2405,0.0311357
2.24225,0.0307977
2.24401,0.0304296
2.24577,0.0300161
2.24752,0.0295726
2.24928,0.0291189
2.25103,0.0286653
2.25279,0.0282039
2.25454,0.0277424
2.2563,0.0272659
2.25806,0.0267893
2.25981,0.0263141
2.26157,0.0258388
2.26332,0.0253635
2.26508,0.0248883
2.26684,0.0244155
2.26859,0.0239428
2.27035,0.0235152
2.2721,0.0230876
2.27386,0.0226637
2.27561,0.0222397
2.27737,0.0218177
2.27913,0.0213956
2.28088,0.0209751
2.28264,0.0205847
2.28439,0.0202327
2.28615,0.0198806
2.28791,0.0195333
2.28966,0.019186
2.29142,0.0188745
2.29317,0.018578
2.29493,0.0182658
2.29668,0.0179386
2.29844,0.0176277
2.3002,0.017367
2.30195,0.0171314
2.30371,0.0168958
2.30546,0.0166483
2.30722,0.0164007
2.30898,0.0161638
2.31073,0.015927
2.31249,0.015692
2.31424,0.015457
2.316,0.0152506
2.31775,0.0150744
2.31951,0.0148897
2.32127,0.0146899
2.32302,0.0144833
2.32478,0.0142766
2.32653,0.0140972
2.32829,0.013948
2.33005,0.0138008
2.3318,0.0136536
2.33356,0.0135083
2.33531,0.0133631
2.33707,0.0131914
2.33882,0.0130198
2.34058,0.0128663
2.34234,0.012743
2.34409,0.0126286
2.34585,0.0125142
2.3476,0.0124017
2.34936,0.0122892
2.35112,0.0121717
2.35287,0.0120542
2.35463,0.0119367
2.35638,0.0118192
2.35814,0.0117081
2.35989,0.0115971
2.36165,0.011471
2.36341,0.0113448
2.36516,0.0112253
2.36692,0.0111058
2.36867,0.0109712
2.37043,0.0108366
2.37219,0.0107196
2.37394,0.0106026
2.3757,0.0105007
2.37745,0.0103987
2.37921,0.010267
2.38096,0.0101352
2.38272,0.0100035
2.38448,0.00987171
2.38623,0.00975622
2.38799,0.00964072
2.38974,0.00954028
2.3915,0.00943985
2.39326,0.00934098
2.39501,0.00924212
2.39677,0.00911815
2.39852,0.00899418
2.40028,0.00888292
2.40203,0.00877166
2.40379,0.00869554
2.40555,0.00861943
2.4073,0.00853484
2.40906,0.00845025
2.41081,0.00836567
2.41257,0.00828108
2.41433,0.00821552
2.41608,0.00814995
2.41784,0.00806933
2.41959,0.0079887
2.42135,0.00791843
2.4231,0.00784816
2.42486,0.00779296
2.42662,0.00773775
2.42837,0.00766532
2.43013,0.0075929
2.43188,0.00750541
2.43364,0.00741792
2.4354,0.00734549
2.43715,0.00727306
2.43891,0.00718557
2.44066,0.00709808
2.44242,0.00701476
2.44417,0.00693143
2.44593,0.00683304
2.44769,0.00673465
2.44944,0.00661869
2.4512,0.00650272
2.45295,0.00641186
2.45471,0.006321
2.45647,0.00624235
2.45822,0.00616369
2.45998,0.00604988
2.46173,0.00593607
2.46349,0.00581882
2.46524,0.00570156
2.467,0.00559842
2.46876,0.00549529
2.47051,0.00538062
2.47227,0.00525088
2.47402,0.00512272
2.47578,0.00500962
2.47754,0.0049097
2.47929,0.00483489
2.48105,0.00478204
2.4828,0.00472919
2.48456,0.00465469
2.48631,0.00458019
2.48807,0.00449062
2.48983,0.00440106
2.49158,0.00434256
2.49334,0.00428407
2.49509,0.00421553
2.49685,0.00412189
2.49861,0.00402959
2.50036,0.00395237
2.50212,0.0038902
2.50387,0.00382804
2.50563,0.00376995
2.50738,0.00371187
2.50914,0.00365378
2.5109,0.0035957
2.51265,0.00355801
2.51441,0.00352033
2.51616,0.00348264
2.51792,0.00344495
2.51968,0.00337714
2.52143,0.00330933
2.52319,0.00327666
2.52494,0.00324399
2.5267,0.00320548
2.52845,0.00316697
2.53021,0.00314258
2.53197,0.0031182
2.53372,0.00308031
2.53548,0.00302737
2.53723,0.00298383
2.53899,0.00296541
2.54075,0.00294682
2.5425,0.00292824
2.54426,0.00291123
2.54601,0.00289421
2.54777,0.00287782
2.54952,0.00286144
2.55128,0.00282999
2.55304,0.00279854
2.55479,0.00278784
2.55655,0.00277714
2.5583,0.00276644
2.56006,0.00275574
2.56182,0.0027714
2.56357,0.00278706
2.56533,0.00282783
2.56708,0.0028686
2.56884,0.00287296
2.57059,0.00287732
2.57235,0.00288169
2.57411,0.00288605
2.57586,0.00290328
2.57762,0.00292051
2.57937,0.00293774
2.58113,0.00295497
2.58289,0.00297244
2.58464,0.0029899
2.5864,0.00300737
2.58815,0.00302484
2.58991,0.00302347
2.59166,0.00302211
2.59342,0.00302075
2.59518,0.00301938
2.59693,0.00298444
2.59869,0.0029495
2.60044,0.00291456
2.6022,0.00287962
2.60396,0.00286445
2.60571,0.00284928
2.60747,0.00281904
2.60922,0.00278881
2.61098,0.00275651
2.61273,0.0027242
2.61449,0.0026919
2.61625,0.0026596
2.618,0.0026251
2.61976,0.0025906
2.62151,0.00257116
2.62327,0.00255172
2.62503,0.00251879
2.62678,0.00248586
2.62854,0.002468
2.63029,0.00245013
2.63205,0.00243508
2.6338,0.00242004
2.63556,0.002405
2.63732,0.00238995
2.63907,0.00233447
2.64083,0.00227898
2.64258,0.0022486
2.64434,0.00221822
2.6461,0.0021982
2.64785,0.00217817
2.64961,0.00217321
2.65136,0.00216825
2.65312,0.0021716
2.65487,0.00217495
2.65663,0.00216324
2.65839,0.00215154
2.66014,0.00213794
2.6619,0.00212435
2.66365,0.00211076
2.66541,0.00209717
2.66717,0.0021134
2.66892,0.00212964
2.67068,0.00214587
2.67243,0.00216211
2.67419,0.00215543
2.67594,0.00214876
2.6777,0.00214114
2.67946,0.00213353
2.68121,0.0021063
2.68297,0.00206401
2.68472,0.00202831
2.68648,0.00202273
2.68824,0.00203222
2.68999,0.00204171
2.69175,0.00203896
2.6935,0.00203621
2.69526,0.00206504
2.69701,0.00210893
2.69877,0.00214717
2.70053,0.00215528
2.70228,0.00215963
2.70404,0.00217904
2.70579,0.00219845
2.70755,0.0022028
2.70931,0.00220041
2.71106,0.00222813
2.71282,0.00227155
2.71457,0.00229991
2.71633,0.00230536
2.71808,0.0023108
2.71984,0.00231531
2.7216,0.00231982
2.72335,0.00233409
2.72511,0.00234835
2.72686,0.00239589
2.72862,0.00244342
2.73038,0.00245392
2.73213,0.0024343
2.73389,0.00241374
2.73564,0.0024233
2.7374,0.00244117
2.73915,0.00244399
2.74091,0.00242295
2.74267,0.00240192
2.74442,0.00238371
2.74618,0.00238056
2.74793,0.00236078
2.74969,0.00231087
2.75145,0.00222653
2.7532,0.00214218
2.75496,0.00210239
2.75671,0.00209273
2.75847,0.00209971
2.76022,0.00207655
2.76198,0.00202735
2.76374,0.00196309
2.76549,0.00190244
2.76725,0.00187191
2.769,0.00187684
2.77076,0.00188177
2.77252,0.00186192
2.77427,0.00181193
2.77603,0.00176006
2.77778,0.00173832
2.77954,0.00173129
2.78129,0.00169413
2.78305,0.00164254
2.78481,0.00159095
2.78656,0.00157827
2.78832,0.00159571
2.79007,0.00160469
2.79183,0.0015986
2.79359,0.00158611
2.79534,0.00157363
2.7971,0.0015602
2.79885,0.00154678
2.80061,0.00151735
2.80236,0.00148792
2.80412,0.00148171
2.80588,0.0014755
2.80763,0.00145996
2.80939,0.00141429
2.81114,0.00136862
2.8129,0.00135308
2.81466,0.0013617
2.81641,0.00137032
2.81817,0.00135666
2.81992,0.001343
2.82168,0.00133965
2.82343,0.00135137
2.82519,0.00134834
2.82695,0.00131519
2.8287,0.00128956
2.83046,0.00129406
2.83221,0.00131488
2.83397,0.0013357
2.83573,0.00132258
2.83748,0.00130946
2.83924,0.00129634
2.84099,0.00128322
2.84275,0.00128108
2.8445,0.00127894
2.84626,0.00130191
2.84802,0.00132487
2.84977,0.00131991
2.85153,0.00131495
2.85328,0.00129492
2.85504,0.0012749
2.8568,0.00126649
2.85855,0.00125807
2.86031,0.0012848
2.86206,0.00131154
2.86382,0.00129651
2.86557,0.00128149
2.86733,0.00126647
2.86909,0.00125144
2.87084,0.00125713
2.8726,0.00126282
2.87435,0.00126851
2.87611,0.00127419
2.87787,0.00124521
2.87962,0.00121622
2.88138,0.00122238
2.88313,0.00122853
2.88489,0.00123312
2.88664,0.00123771
2.8884,0.00122724
2.89016,0.00121677
2.89191,0.00120266
2.89367,0.00118855
2.89542,0.00118951
2.89718,0.00119046
2.89894,0.00118828
2.90069,0.0011861
2.90245,0.00118392
2.9042,0.00118174
2.90596,0.00117155
2.90771,0.00116137
2.90947,0.00115118
2.91123,0.001141
2.91298,0.00113395
2.91474,0.00112691
2.91649,0.00113492
2.91825,0.00114294
2.92001,0.00114729
2.92176,0.00115164
2.92352,0.00112084
2.92527,0.00109004
2.92703,0.001074
2.92878,0.00105795
2.93054,0.00107705
2.9323,0.00109614
2.93405,0.00110504
2.93581,0.00111394
2.93756,0.00112284
2.93932,0.00113174
2.94108,0.00110801
2.94283,0.00108427
2.94459,0.00106053
2.94634,0.00103679
2.9481,0.00102352
2.94985,0.00101024
2.95161,0.00102206
2.95337,0.00103389
2.95512,0.00101936
2.95688,0.00100482
2.95863,0.00100535
2.96039,0.00100588
2.96215,0.00100449
2.9639,0.0010031
2.96566,0.00100171
2.96741,0.00100031
2.96917,0.00100112
2.97092,0.00100192
2.97268,0.000992684
2.97444,0.000998509
2.97619,0.00100014
2.97795,0.00097666
2.9797,0.000934668
2.98146,0.000907739
2.98322,0.000899011
2.98497,0.000890283
2.98673,0.000887518
2.98848,0.000899815
2.99024,0.000914663
2.99199,0.000904405
2.99375,0.000874063
2.99551,0.000843721
2.99726,0.00084633
2.99902,0.000848939
3.00077,0.000836484
3.00253,0.00082403
3.00429,0.000825579
3.00604,0.000827129
3.0078,0.000813615
3.00955,0.000800101
3.01131,0.000787843
3.01306,0.000775585
3.01482,0.00077839
3.01658,0.000781194
3.01833,0.000787294
3.02009,0.000793394
3.02184,0.000774388
3.0236,0.000755383
3.02536,0.000739202
3.02711,0.000723021
3.02887,0.000721903
3.03062,0.000720785
3.03238,0.0007383
3.03413,0.000755815
3.03589,0.000773329
3.03765,0.000790844
3.0394,0.000780429
3.04116,0.000770015
3.04291,0.0007596
3.04467,0.000749185
3.04643,0.000736143
3.04818,0.0007231
3.04994,0.000710057
3.05169,0.000697014
3.05345,0.000673615
3.0552,0.000650217
3.05696,0.000651923
3.05872,0.000653629
3.06047,0.000656885
3.06223,0.000660141
3.06398,0.000663397
3.06574,0.000666653
3.0675,0.000669908
3.06925,0.000673164
3.07101,0.000691483
3.07276,0.000709802
3.07452,0.000713254
3.07627,0.000716706
3.07803,0.000720158
3.07979,0.00072361
3.08154,0.000726434
3.0833,0.000729258
3.08505,0.000732083
3.08681,0.000734907
3.08857,0.000721295
3.09032,0.000707684
3.09208,0.000709135
3.09383,0.000725649
3.09559,0.00073526
3.09734,0.000719765
3.0991,0.000704271
3.10086,0.000688776
3.10261,0.000677322
3.10437,0.000665868
3.10612,0.000654414
3.10788,0.00064296
3.10964,0.000644686
3.11139,0.000646412
3.11315,0.000624602
3.1149,0.000602792
3.11666,0.000605999
3.11841,0.00063431
3.12017,0.000656974
3.12193,0.000664574
3.12368,0.00066119
3.12544,0.000657807
3.12719,0.000653482
3.12895,0.000649158
3.13071,0.000644794
3.13246,0.00064043
3.13422,0.000636066
3.13597,0.000631702
3.13773,0.000623886
3.13948,0.00061607
3.14124,0.000608254
3.143,0.000600438
3.14475,0.000605332
3.14651,0.000610225
3.14826,0.000590014
3.15002,0.000569802
3.15178,0.000576892
3.15353,0.000583983
3.15529,0.000591073
3.15704,0.000598163
3.1588,0.000611686
3.16055,0.00062521
3.16231,0.000638733
3.16407,0.000652256
3.16582,0.000653227
3.16758,0.000654198
3.16933,0.000640106
3.17109,0.000626014
3.17285,0.000600978
3.1746,0.000575941
3.17636,0.000586052
3.17811,0.000596163
3.17987,0.000593407
3.18162,0.000590651
3.18338,0.000587896
3.18514,0.00058514
3.18689,0.000592112
3.18865,0.000599085
3.1904,0.000580952
3.19216,0.00056282
3.19392,0.000531507
3.19567,0.000500195
3.19743,0.000484573
3.19918,0.000484014
3.20094,0.000484867
3.20269,0.000470657
3.20445,0.000443267
3.20621,0.00043094
3.20796,0.000448739
3.20972,0.000481601
3.21147,0.00049689
3.21323,0.000487073
3.21499,0.000472393
3.21674,0.000472775
3.2185,0.000478179
3.22025,0.000483582
3.22201,0.000472668
3.22376,0.000461753
3.22552,0.000450838
3.22728,0.000439923
3.22903,0.000419329
3.23079,0.000398735
3.23254,0.000393204
3.2343,0.000387673
3.23606,0.000389674
3.23781,0.000391674
3.23957,0.000393675
3.24132,0.000395676
3.24308,0.000412661
3.24483,0.000429646
3.24659,0.000431568
3.24835,0.00043349
3.2501,0.000432902
3.25186,0.000432313
3.25361,0.000416662
3.25537,0.00040101
3.25713,0.000415171
3.25888,0.000429332
3.26064,0.000443493
3.26239,0.000457654
3.26415,0.000463655
3.2659,0.000469657
3.26766,0.000460596
3.26942,0.000451534
3.27117,0.000448553
3.27293,0.000445572
3.27468,0.000442591
3.27644,0.000439609
3.2782,0.000446984
3.27995,0.000454358
3.28171,0.00044667
3.28346,0.000438982
3.28522,0.000448935
3.28697,0.000458889
3.28873,0.000443738
3.29049,0.000428587
3.29224,0.000419084
3.294,0.000409581
3.29575,0.000415142
3.29751,0.000420702
3.29927,0.000414848
3.30102,0.000408993
3.30278,0.000418201
3.30453,0.00042741
3.30629,0.000435677
3.30804,0.000443944
3.3098,0.000437148
3.31156,0.000430352
3.31331,0.000433127
3.31507,0.000435902
3.31682,0.000438678
3.31858,0.000441453
3.32034,0.000419123
3.32209,0.000396794
3.32385,0.000409297
3.3256,0.000436863
3.32736,0.000451132
3.32911,0.000435275
3.33087,0.000403727
3.33263,0.000387242
3.33438,0.000404021
3.33614,0.0004208
3.33789,0.000423458
3.33965,0.000426115
3.34141,0.000419045
3.34316,0.000411974
3.34492,0.000404904
3.34667,0.000397833
3.34843,0.000390762
3.35018,0.000383692
3.35194,0.000376621
3.3537,0.000369551
3.35545,0.000359852
3.35721,0.000350153
3.35896,0.000355517
3.36072,0.000360882
3.36248,0.000377229
3.36423,0.000393577
3.36599,0.000401765
3.36774,0.000379828
3.3695,0.000352124
3.37125,0.000324421
3.37301,0.000319939
3.37477,0.000315457
3.37652,0.000321018
3.37828,0.000326578
3.38003,0.000332138
3.38179,0.000337699
3.38355,0.00034577
3.3853,0.00035384
3.38706,0.000361911
3.38881,0.000369982
3.39057,0.000341651
3.39232,0.000313319
3.39408,0.000293147
3.39584,0.000303101
3.39759,0.000333501
3.39935,0.000363902
3.4011,0.000359783
3.40286,0.000325538
3.40462,0.000303846
3.40637,0.00031228
3.40813,0.000343936
3.40988,0.000345466
3.41164,0.00033813
3.41339,0.000330795
3.41515,0.000346682
3.41691,0.000362568
3.41866,0.000362764
3.42042,0.000362961
3.42217,0.000363157
3.42393,0.000363353
3.42569,0.000382339
3.42744,0.000401324
3.4292,0.00042031
3.43095,0.000439295
3.43271,0.000430979
3.43446,0.000422663
3.43622,0.000414347
3.43798,0.000406031
3.43973,0.000385084
3.44149,0.000364137
3.44324,0.000378337
3.445,0.000392537
3.44676,0.000378181
3.44851,0.000363824
3.45027,0.00036453
3.45202,0.000365236
3.45378,0.000348305
3.45553,0.000331373
3.45729,0.00032166
3.45905,0.000342072
3.4608,0.000356523
3.46256,0.00035591
3.46431,0.000365652
3.46607,0.000375395
3.46783,0.000372115
3.46958,0.000368835
3.47134,0.000365554
3.47309,0.000362274
3.47485,0.000364642
3.4766,0.000367011
3.47836,0.000369379
3.48012,0.000371747
3.48187,0.000363015
3.48363,0.000354282
3.48538,0.000345549
3.48714,0.000336816
3.4889,0.000320238
3.49065,0.00030366
3.49241,0.000287082
3.49416,0.000270504
3.49592,0.000271499
3.49767,0.000272494
3.49943,0.000279766
3.50119,0.000317164
3.50294,0.00036021
3.5047,0.00037313
3.50645,0.00035969
3.50821,0.00034625
3.50997,0.00036045
3.51172,0.00037465
3.51348,0.00038885
3.51523,0.00040305
3.51699,0.000423213
3.51874,0.000443375
3.5205,0.000420231
3.52226,0.000397088
3.52401,0.000386889
3.52577,0.000406816
3.52752,0.00041168
3.52928,0.000386418
3.53104,0.000364608
3.53279,0.000342798
3.53455,0.00034421
3.5363,0.000345622
3.53806,0.000338719
3.53981,0.000331815
3.54157,0.000324911
3.54333,0.000318007
3.54508,0.000323656
3.54684,0.000329304
3.54859,0.000334953
3.55035,0.000340601
3.55211,0.0003366
3.55386,0.000332599
3.55562,0.000353703
3.55737,0.000374807
3.55913,0.000368609
3.56088,0.000362411
3.56264,0.000356214
3.5644,0.000350016
3.56615,0.000371301
3.56791,0.000392586
3.56966,0.000411989
3.57142,0.000431391
3.57318,0.000443262
3.57493,0.000425007
3.57669,0.000398593
3.57844,0.000372179
3.5802,0.000362946
3.58195,0.000353713
3.58371,0.000377744
3.58547,0.000401775
3.58722,0.000435221
3.58898,0.00043854
3.59073,0.000413617
3.59249,0.000388693
3.59425,0.000366751
3.596,0.000344809
3.59776,0.000347971
3.59951,0.000351134
3.60127,0.000368418
3.60302,0.000385702
3.60478,0.000401104
3.60654,0.000416505
3.60829,0.000438653
3.61005,0.000430675
3.6118,0.000404497
3.61356,0.000378318
3.61532,0.000379127
3.61707,0.000379936
3.61883,0.000380745
3.62058,0.000381554
3.62234,0.000370928
3.62409,0.000360303
3.62585,0.00036474
3.62761,0.000369178
3.62936,0.00039213
3.63112,0.000415083
3.63287,0.000438035
3.63463,0.000460988
3.63639,0.000456952
3.63814,0.000452917
3.6399,0.000448881
3.64165,0.000444846
3.64341,0.000432024
3.64516,0.000419202
