,mieszanina_metabolitow
6.77262,3.46224E-05
6.77274,0.000119646
6.77287,0.00020467
6.77299,7.69962E-05
6.77311,-5.06779E-05
6.77323,-0.000240389
6.77335,-0.0004301
6.77347,-0.000504599
6.7736,-0.000153704
6.77372,0.000260337
6.77384,0.000674377
6.77396,0.000476912
6.77408,0.000279447
6.7742,0.000170605
6.77433,6.17639E-05
6.77445,0.00016562
6.77457,0.000269476
6.77469,8.03191E-05
6.77481,-0.000108838
6.77493,5.65015E-05
6.77506,0.000221841
6.77518,1.93901E-05
6.7753,-0.00018306
6.77542,-0.000412098
6.77554,-0.00021574
6.77566,-0.000205493
6.77579,-0.000195246
6.77591,-0.000424284
6.77603,-0.000227926
6.77615,0.00018556
6.77627,0.000173652
6.77639,-6.86799E-05
6.77652,-0.000311011
6.77664,-2.32598E-05
6.77676,0.000264491
6.77688,0.000197746
6.777,0.000131001
6.77712,0.00011743
6.77725,0.00010386
6.77737,-0.000379418
6.77749,-0.000862695
6.77761,-0.00079872
6.77773,-0.00030935
6.77785,-0.000147888
6.77797,-0.000411821
6.7781,-0.000595992
6.77822,-0.000354769
6.77834,7.25649E-05
6.77846,7.45035E-05
6.77858,-0.000166235
6.7787,-0.000406974
6.77883,-0.000178006
6.77895,5.09624E-05
6.77907,5.17243E-05
6.77919,5.24861E-05
6.77931,-5.31012E-05
6.77943,-0.000158689
6.77956,-6.19339E-07
6.77968,0.00015745
6.7798,-1.23898E-05
6.77992,-0.000182229
6.78004,-0.000203623
6.78016,0.000200377
6.78029,0.000577791
6.78041,0.000246212
6.78053,-0.000294186
6.78065,-0.00040919
6.78077,-0.000311496
6.78089,-0.000213801
6.78102,-0.000430723
6.78114,-0.000647644
6.78126,-0.000368271
6.78138,-8.88971E-05
6.7815,-6.32098E-05
6.78162,-3.7523E-05
6.78175,-1.18357E-05
6.78187,1.38516E-05
6.78199,-0.000248489
6.78211,-0.00051083
6.78223,-0.000303464
6.78235,-9.60976E-05
6.78248,4.43495E-06
6.7826,-0.000320427
6.78272,-0.000459179
6.78284,-0.000172536
6.78296,0.000255906
6.78308,0.000258952
6.78321,3.1576E-05
6.78333,-0.0001958
6.78345,-5.53533E-06
6.78357,0.00018473
6.78369,0.00028637
6.78381,-3.73842E-05
6.78394,-0.000343414
6.78406,-0.000224049
6.78418,-0.000157858
6.7843,-9.16668E-05
6.78442,-0.000245374
6.78454,-0.000399081
6.78467,-0.000198293
6.78479,2.4964E-06
6.78491,-0.000151211
6.78503,-0.000304918
6.78515,1.10818E-05
6.78527,0.000327082
6.78539,0.000255352
6.78552,-0.000241774
6.78564,-0.00041099
6.78576,-0.000154811
6.78588,5.70556E-05
6.786,-0.000156473
6.78612,-0.000343414
6.78625,-0.00010496
6.78637,-3.17763E-05
6.78649,4.1408E-05
6.78661,0.000114592
6.78673,0.000187776
6.78685,0.000212217
6.78698,-0.000188738
6.7871,-0.000589692
6.78722,-0.000565251
6.78734,-8.43965E-05
6.78746,0.000396458
6.78758,0.000124008
6.78771,-0.000148441
6.78783,-0.000188253
6.78795,-0.000228065
6.78807,-0.000161527
6.78819,-9.49898E-05
6.78831,3.35839E-05
6.78844,0.000162158
6.78856,-3.71765E-05
6.78868,-0.000236511
6.7888,-0.000356085
6.78892,-5.02626E-05
6.78904,0.000122624
6.78917,0.00029551
6.78929,8.73124E-05
6.78941,-0.000120885
6.78953,-0.000116385
6.78965,-0.000111884
6.78977,-7.63652E-05
6.7899,-4.08464E-05
6.79002,-0.000111676
6.79014,-0.000182506
6.79026,-0.000311426
6.79038,-0.000440347
6.7905,-9.95598E-05
6.79063,0.000241227
6.79075,0.00023195
6.79087,-0.000202724
6.79099,-0.000531048
6.79111,-0.000433977
6.79123,-5.10933E-05
6.79136,0.00033179
6.79148,0.000103168
6.7916,-0.000125454
6.79172,3.14377E-05
6.79184,0.00018833
6.79196,0.000238873
6.79209,0.000289416
6.79221,9.59672E-05
6.79233,-9.74825E-05
6.79245,-7.82344E-05
6.79257,-5.89867E-05
6.79269,1.12201E-05
6.79281,8.14269E-05
6.79294,4.52851E-05
6.79306,9.14326E-06
6.79318,-6.02328E-05
6.7933,-0.000129609
6.79342,-0.000305334
6.79354,-0.000481058
6.79367,-7.18646E-05
6.79379,0.000337329
6.79391,0.000489513
6.79403,0.000216302
6.79415,8.87662E-05
6.79427,-3.87691E-05
6.7944,1.9806E-05
6.79452,7.83806E-05
6.79464,0.000152465
6.79476,0.000226549
6.79488,8.79355E-05
6.795,-5.06779E-05
6.79513,6.10715E-05
6.79525,0.000172821
6.79537,0.000178221
6.79549,0.000183622
6.79561,5.83017E-05
6.79573,-6.7018E-05
6.79586,-8.5989E-05
6.79598,-0.00010496
6.7961,-7.24187E-05
6.79622,-3.98769E-05
6.79634,9.90136E-05
6.79646,0.000237904
6.79659,0.000155234
6.79671,7.25649E-05
6.79683,0.000202593
6.79695,0.000332621
6.79707,-0.000104545
6.79719,-0.00054171
6.79732,-0.000340783
6.79744,-0.000139856
6.79756,-7.85114E-05
6.79768,-1.71671E-05
6.7978,0.000150526
6.79792,0.000318219
6.79805,0.000236242
6.79817,0.000154265
6.79829,7.22879E-05
6.79841,-9.68948E-06
6.79853,-0.000109391
6.79865,-0.000209094
6.79878,-9.60976E-05
6.7989,1.68979E-05
6.79902,3.01916E-05
6.79914,4.34848E-05
6.79926,0.000163127
6.79938,0.00028277
6.79951,9.00128E-05
6.79963,-0.000102744
6.79975,5.89942E-05
6.79987,0.000220733
6.79999,7.50572E-05
6.80011,-7.06185E-05
6.80023,0.000138202
6.80036,0.000347022
6.80048,-4.68008E-05
6.8006,-0.000440624
6.80072,-0.000462226
6.80084,-5.84326E-05
6.80096,1.5236E-05
6.80109,-0.000336491
6.80121,-0.000209647
6.80133,0.000342591
6.80145,0.000558058
6.80157,6.45332E-05
6.80169,-0.000216294
6.80182,0.000211871
6.80194,0.000561935
6.80206,0.000486605
6.80218,0.000198577
6.8023,-8.94512E-05
6.80242,-0.000173644
6.80255,-0.000257837
6.80267,-0.00027113
6.80279,0.000140971
6.80291,0.000697087
6.80303,0.00054421
6.80315,3.6838E-05
6.80328,-0.000470534
6.8034,-0.000233465
6.80352,3.6042E-06
6.80364,2.7976E-05
6.80376,5.23473E-05
6.80388,0.000112723
6.80401,0.000173097
6.80413,-0.000121023
6.80425,-0.000415144
6.80437,-0.000257283
6.80449,-9.9421E-05
6.80461,5.84405E-05
6.80474,0.000216302
6.80486,0.000132663
6.80498,4.90239E-05
6.8051,-3.46149E-05
6.80522,-0.000118254
6.80534,-4.23696E-05
6.80547,3.35146E-05
6.80559,0.000109399
6.80571,0.000185283
6.80583,5.08241E-05
6.80595,-8.36351E-05
6.80607,-0.000218094
6.8062,-0.000352554
6.80632,-0.000205631
6.80644,-5.87097E-05
6.80656,-0.000266284
6.80668,-0.000473857
6.8068,-0.000264899
6.80693,-5.59399E-05
6.80705,4.667E-05
6.80717,0.00014928
6.80729,-8.48812E-05
6.80741,-0.000319043
6.80753,-5.69094E-05
6.80765,0.000205224
6.80778,0.000137509
6.8079,6.97952E-05
6.80802,-0.000104268
6.80814,-0.000278331
6.80826,-0.000250774
6.80838,-0.000223218
6.80851,1.70362E-05
6.80863,0.00025729
6.80875,0.000149695
6.80887,4.21004E-05
6.80899,-6.54948E-05
6.80911,-0.00017309
6.80924,-7.24187E-05
6.80936,2.82526E-05
6.80948,-8.37734E-05
6.8096,-0.0001958
6.80972,-0.000325135
6.80984,-0.000454471
6.80997,-0.000255898
6.81009,-5.73248E-05
6.81021,0.00022101
6.81033,7.39493E-05
6.81045,-4.65237E-05
6.81057,-0.000166997
6.8107,-6.81258E-05
6.81082,3.07453E-05
6.81094,-8.3081E-05
6.81106,-0.000196908
6.81118,9.69362E-05
6.8113,0.00039078
6.81143,0.000471927
6.81155,0.000553073
6.81167,0.00042263
6.81179,0.000292186
6.81191,-5.0955E-05
6.81203,-0.000394096
6.81216,-0.000223218
6.81228,-5.23399E-05
6.8124,0.000118538
6.81252,0.000289416
6.81264,0.000305203
6.81276,0.000320989
6.81289,0.000336775
6.81301,0.000352561
6.81313,0.000368347
6.81325,0.000384133
6.81337,0.000187222
6.81349,-9.68947E-06
6.81362,0.000172821
6.81374,0.000355331
6.81386,4.15463E-05
6.81398,-0.000272238
6.8141,-0.000116315
6.81422,3.96077E-05
6.81435,-1.71671E-05
6.81447,-7.39419E-05
6.81459,4.4316E-05
6.81471,0.000162574
6.81483,-0.000330674
6.81495,-0.000823922
6.81507,-0.000900637
6.8152,-0.000551958
6.81532,-0.00017669
6.81544,-0.000226818
6.81556,-0.000261437
6.81568,0.000129339
6.8158,0.000493529
6.81593,0.000432323
6.81605,8.75201E-05
6.81617,-0.000257282
6.81629,-0.000274177
6.81641,-0.00029107
6.81653,-0.000128501
6.81666,3.40687E-05
6.81678,-1.60593E-05
6.8169,-6.61872E-05
6.81702,-0.000142902
6.81714,-0.000219617
6.81726,-0.000482443
6.81739,-0.000745269
6.81751,-0.000414729
6.81763,0.000341206
6.81775,0.000902168
6.81787,0.000754139
6.81799,0.000207301
6.81812,-0.000339537
6.81824,-3.55845E-05
6.81836,0.000268368
6.81848,0.000465972
6.8186,0.000238181
6.81872,3.69768E-05
6.81885,-0.000164228
6.81897,-0.000436331
6.81909,-0.000708434
6.81921,-0.000909639
6.81933,-0.000401851
6.81945,0.0002001
6.81958,0.000376656
6.8197,0.000198715
6.81982,2.0775E-05
6.81994,0.000401166
6.82006,0.000781557
6.82018,0.000621341
6.82031,3.57302E-05
6.82043,-0.000179875
6.82055,-0.000395481
6.82067,-0.000424976
6.82079,-0.000454471
6.82091,-0.000182644
6.82104,8.91816E-05
6.82116,6.51228E-06
6.82128,-7.61575E-05
6.8214,0.000126985
6.82152,0.000330128
6.82164,6.35637E-05
6.82177,-0.000203
6.82189,-0.000283455
6.82201,6.14868E-05
6.82213,0.000220317
6.82225,-4.62467E-05
6.82237,-0.000337183
6.82249,-0.000202724
6.82262,2.03596E-05
6.82274,0.000243443
6.82286,0.000271553
6.82298,0.000299664
6.8231,0.000115077
6.82322,-0.000494906
6.82335,-0.00098303
6.82347,-0.000762163
6.82359,-0.000328597
6.82371,0.000104968
6.82383,7.32569E-05
6.82395,4.15463E-05
6.82408,9.8357E-06
6.8242,-2.18754E-05
6.82432,-0.000303395
6.82444,-0.000584914
6.82456,-0.000254929
6.82468,7.50571E-05
6.82481,0.000258814
6.82493,1.71745E-05
6.82505,1.48206E-05
6.82517,1.24667E-05
6.82529,4.62546E-05
6.82541,8.00425E-05
6.82554,0.00011383
6.82566,0.000147618
6.82578,0.000141525
6.8259,0.000135432
6.82602,-0.000136532
6.82614,1.68979E-05
6.82627,0.000225164
6.82639,8.03546E-06
6.82651,-0.000395204
6.82663,-0.000373048
6.82675,-0.000107176
6.82687,0.000158696
6.827,9.66592E-05
6.82712,3.46224E-05
6.82724,-0.000339814
6.82736,-0.00071425
6.82748,-0.00101779
6.8276,-0.000612333
6.82773,0.000138756
6.82785,0.000464449
6.82797,1.02511E-05
6.82809,-0.000443947
6.82821,-0.000255067
6.82833,-6.61872E-05
6.82846,-0.000231803
6.82858,-0.00039742
6.8287,-3.12915E-05
6.82882,0.000334837
6.82894,-5.23398E-05
6.82906,-0.000439516
6.82919,-0.000373463
6.82931,0.000117985
6.82943,0.000396735
6.82955,0.00025009
6.82967,0.000245243
6.82979,0.000240396
6.82992,-3.73505E-06
6.83004,-0.000247866
6.83016,-0.000100391
6.83028,4.70853E-05
6.8304,-1.81366E-05
6.83052,-8.3358E-05
6.83064,1.53747E-05
6.83077,0.000114107
6.83089,0.00021284
6.83101,0.000311573
6.83113,0.000405874
6.83125,0.000500176
6.83137,0.00012477
6.8315,-0.000250636
6.83162,-0.000346876
6.83174,-1.77208E-05
6.83186,0.000311434
6.83198,0.000215194
6.8321,0.000114523
6.83223,1.38516E-05
6.83235,-8.68197E-05
6.83247,-0.000187492
6.83259,-0.000164089
6.83271,0.000284709
6.83283,0.00056512
6.83296,0.00013654
6.83308,-0.000460702
6.8332,-0.00063255
6.83332,-0.000308103
6.83344,1.63438E-05
6.83356,-0.000239696
6.83369,-0.000495736
6.83381,-0.000397281
6.83393,-0.000298825
6.83405,-0.000138333
6.83417,2.21599E-05
6.83429,0.000182652
6.83442,0.000343145
6.83454,0.000375133
6.83466,0.00040712
6.83478,0.000111199
6.8349,-0.000184722
6.83502,-8.2389E-05
6.83515,0.000445339
6.83527,0.00094648
6.83539,0.00073863
6.83551,8.76584E-05
6.83563,-0.000137917
6.83575,0.000132801
6.83588,0.00040352
6.836,0.000151357
6.83612,-0.000100806
6.83624,-0.000140271
6.83636,-0.000179737
6.83648,-0.000387588
6.83661,-0.000595439
6.83673,-0.000688078
6.83685,-0.000355323
6.83697,-0.000187492
6.83709,-1.96598E-05
6.83721,-3.79384E-05
6.83734,-5.6217E-05
6.83746,-8.02754E-06
6.83758,4.01614E-05
6.8377,8.83508E-05
6.83782,0.00013654
6.83794,-3.95998E-05
6.83806,-0.00021574
6.83819,-0.000418467
6.83831,-0.0001958
6.83843,-2.63066E-05
6.83855,0.000143187
6.83867,-0.000157027
6.83879,-0.000457241
6.83892,-0.000279439
6.83904,-0.000101637
6.83916,7.61649E-05
6.83928,0.000253967
6.8394,-2.46446E-05
6.83952,-0.000303256
6.83965,-0.000351446
6.83977,2.57604E-05
6.83989,0.000553073
6.84001,0.000654991
6.84013,0.000242889
6.84025,-0.000169212
6.84038,3.60421E-06
6.8405,0.000176421
6.84062,0.000118815
6.84074,-0.000364185
6.84086,-0.000587684
6.84098,-0.000385787
6.84111,2.21932E-06
6.84123,-3.51686E-05
6.84135,-0.00015675
6.84147,-0.000278331
6.84159,-7.20034E-05
6.84171,0.000134325
6.84184,7.14571E-05
6.84196,8.58913E-06
6.84208,-5.42784E-05
6.8422,-0.000117146
6.84232,-0.00020217
6.84244,-0.000287193
6.84257,-0.000159519
6.84269,-3.18452E-05
6.84281,0.000165066
6.84293,0.000361978
6.84305,0.000346191
6.84317,0.000330405
6.8433,0.00042983
6.84342,0.000529255
6.84354,0.000132386
6.84366,-0.000264483
6.84378,-9.0282E-05
6.8439,8.39196E-05
6.84403,4.54239E-05
6.84415,-0.000418467
6.84427,-0.00066523
6.84439,-0.000203
6.84451,0.000276954
6.84463,4.79161E-05
6.84476,-0.000580899
6.84488,-0.000500722
6.845,-8.37734E-05
6.84512,0.000333175
6.84524,-2.97683E-05
6.84536,-0.000392711
6.84548,-0.000117561
6.84561,0.000157589
6.84573,0.00011203
6.84585,6.64718E-05
6.84597,2.09138E-05
6.84609,-2.46447E-05
6.84621,-5.24782E-05
6.84634,-8.03117E-05
6.84646,-0.000108145
6.84658,-0.000135979
6.8467,-0.000347153
6.84682,-0.000558327
6.84694,-0.000273207
6.84707,1.19125E-05
6.84719,8.4335E-05
6.84731,0.000156757
6.84743,0.00022918
6.84755,0.000301602
6.84767,0.000121446
6.8478,-5.87096E-05
6.84792,-2.61678E-05
6.84804,6.3735E-06
6.84816,-0.000151626
6.84828,-0.000309626
6.8484,-0.000237204
6.84853,0.000260614
6.84865,0.000475111
6.84877,0.000264214
6.84889,-0.000132794
6.84901,-0.000104406
6.84913,-7.60187E-05
6.84926,-4.76316E-05
6.84938,-0.000347153
6.8495,-0.000646675
6.84962,-0.000280408
6.84974,8.58581E-05
6.84986,-4.41698E-05
6.84999,-0.000174198
6.85011,-4.72162E-05
6.85023,7.97654E-05
6.85035,0.000206747
6.85047,0.000333729
6.85059,0.000315034
6.85072,0.00029634
6.85084,0.000277646
6.85096,0.000258952
6.85108,0.00024912
6.8512,0.000239288
6.85132,1.67592E-05
6.85145,-0.00020577
6.85157,2.6347E-06
6.85169,0.00021104
6.85181,0.000330821
6.85193,2.52063E-05
6.85205,-0.000302564
6.85218,-0.000204939
6.8523,-0.000160489
6.85242,-0.000116038
6.85254,-5.67711E-05
6.85266,2.49641E-06
6.85278,6.17639E-05
6.8529,0.000121031
6.85303,9.16743E-05
6.85315,6.23176E-05
6.85327,0.000298833
6.85339,0.000109953
6.85351,-0.000220725
6.85363,-0.000126008
6.85376,0.000181406
6.85388,6.34254E-05
6.854,-0.000315996
6.85412,-0.000270023
6.85424,6.37349E-06
6.85436,0.00028277
6.85449,1.30204E-05
6.85461,-0.000256729
6.85473,-0.000171982
6.85485,-8.72356E-05
6.85497,-0.000250636
6.85509,-0.000414036
6.85522,-8.11424E-05
6.85534,0.000251751
6.85546,-0.000122131
6.85558,-0.000496014
6.8557,-0.000497676
6.85582,-7.39419E-05
6.85595,0.00015925
6.85607,-3.2953E-05
6.85619,-0.000225157
6.85631,8.03544E-06
6.85643,0.000335806
6.85655,0.000238181
6.85668,0.00019373
6.8568,0.00014928
6.85692,0.00014471
6.85704,0.000140141
6.85716,0.000135571
6.85728,0.000131001
6.85741,3.33763E-05
6.85753,-6.42487E-05
6.85765,-0.000161874
6.85777,-0.000259498
6.85789,-0.00016215
6.85801,-6.48024E-05
6.85814,-0.000180152
6.85826,-0.000295502
6.85838,-0.000184029
6.8585,-7.2557E-05
6.85862,-0.000160489
6.85874,-0.000248421
6.85887,-3.05991E-05
6.85899,0.00039992
6.85911,0.000480374
6.85923,0.000135432
6.85935,-6.9926E-05
6.85947,0.000150111
6.8596,0.000569552
6.85972,0.000563597
6.85984,3.03299E-05
6.85996,-0.00029024
6.86008,-0.000118946
6.8602,5.23473E-05
6.86032,-0.000168797
6.86045,-0.000389942
6.86057,-0.000261021
6.86069,8.05962E-05
6.86081,8.54428E-05
6.86093,-0.000335106
6.86105,-0.000542956
6.86118,-0.000325413
6.8613,-8.79276E-05
6.86142,-6.31409E-05
6.86154,-0.000175721
6.86166,0.000137094
6.86178,0.000432184
6.86191,1.82824E-05
6.86203,-0.000564005
6.86215,-0.000720897
6.86227,-0.000274315
6.86239,0.000172267
6.86251,0.000282078
6.86264,0.000179191
6.86276,0.000253552
6.86288,0.00054061
6.863,0.000592815
6.86312,0.000219625
6.86324,-5.05396E-05
6.86337,-0.000108007
6.86349,-9.90056E-05
6.86361,-9.00049E-05
6.86373,-0.000209509
6.86385,-0.000329013
6.86397,-0.00042193
6.8641,-0.000514846
6.86422,-0.000514016
6.86434,-8.77893E-05
6.86446,0.00035173
6.86458,0.000365855
6.8647,6.5364E-05
6.86483,-2.2429E-05
6.86495,0.000239843
6.86507,0.000502114
6.86519,0.000127401
6.86531,-0.000247313
6.86543,-0.000108007
6.86556,0.000456694
6.86568,0.000480789
6.8658,7.94884E-05
6.86592,-0.000295225
6.86604,-0.000244543
6.86616,-0.000212417
6.86629,-0.000180291
6.86641,-0.000121577
6.86653,-6.28638E-05
6.86665,4.90239E-05
6.86677,0.000160912
6.86689,6.0102E-05
6.86702,-4.07076E-05
6.86714,-0.000201893
6.86726,-0.000363077
6.86738,-0.00018306
6.8675,-3.04264E-06
6.86762,1.74516E-05
6.86774,-0.000174751
6.86787,-0.000300487
6.86799,-8.27033E-07
6.86811,0.000228487
6.86823,3.24068E-05
6.86835,-0.000163673
6.86847,6.5641E-05
6.8686,0.000388011
6.86872,0.000284985
6.86884,-0.000159242
6.86896,-0.000178075
6.86908,0.000116046
6.8692,0.000197469
6.86933,-5.78789E-05
6.86945,-0.000313227
6.86957,-0.000222941
6.86969,8.00425E-05
6.86981,0.000289971
6.86993,7.45035E-05
6.87006,-0.000177244
6.87018,-0.000428992
6.8703,-0.000335106
6.87042,0.000184176
6.87054,0.000402135
6.87066,0.0001947
6.87079,-0.000340645
6.87091,-0.000450594
6.87103,-0.00010136
6.87115,0.000247874
6.87127,0.000127401
6.87139,6.92765E-06
6.87152,0.000116877
6.87164,0.000226826
6.87176,0.000336775
6.87188,0.000446724
6.872,0.000354915
6.87212,0.000263107
6.87225,0.000171297
6.87237,7.94884E-05
6.87249,9.84594E-05
6.87261,0.00011743
6.87273,0.000136402
6.87285,0.000155373
6.87298,-5.55245E-05
6.8731,-0.000266422
6.87322,-0.000122823
6.87334,2.0775E-05
6.87346,6.24559E-05
6.87358,0.000104137
6.87371,-6.68797E-05
6.87383,-0.000237896
6.87395,-0.000108561
6.87407,2.0775E-05
6.87419,-0.000177798
6.87431,-0.000376371
6.87444,-0.000543926
6.87456,-0.000286086
6.87468,-0.00026753
6.8748,-0.000248974
6.87492,-0.000393265
6.87504,-0.000537556
6.87516,-0.000185553
6.87529,0.000166451
6.87541,0.000110784
6.87553,5.51171E-05
6.87565,-5.49943E-07
6.87577,-5.6217E-05
6.87589,-0.000191507
6.87602,-0.000326797
6.87614,7.62006E-06
6.87626,0.000342037
6.87638,0.000437169
6.8765,0.000106907
6.87662,1.59284E-05
6.87675,-7.50497E-05
6.87687,-0.00021034
6.87699,-0.00034563
6.87711,-0.000268222
6.87723,0.000234581
6.87735,0.000515823
6.87748,8.80738E-05
6.8776,-0.000339675
6.87772,-5.84326E-05
6.87784,0.000276815
6.87796,0.000186668
6.87808,-0.000213663
6.87821,-0.000188599
6.87833,0.000106768
6.87845,0.000402135
6.87857,0.000369594
6.87869,0.000337052
6.87881,0.000152742
6.87894,-3.15686E-05
6.87906,-0.000269053
6.87918,-8.11424E-05
6.8793,0.000142218
6.87942,-5.98174E-05
6.87954,-0.000589761
6.87967,-0.00069431
6.87979,-0.000123655
6.87991,0.000447001
6.88003,0.000503637
6.88015,0.000134878
6.88027,-0.000216156
6.8804,-0.00056719
6.88052,-0.000333305
6.88064,-9.9421E-05
6.88076,0.000146649
6.88088,-3.26764E-05
6.881,-0.000185414
6.88113,-0.000338152
6.88125,-5.66323E-05
6.88137,0.000224887
6.88149,0.000293709
6.88161,0.000362531
6.88173,4.76395E-05
6.88186,-0.000267253
6.88198,-0.000493521
6.8821,-0.000294394
6.88222,2.88067E-05
6.88234,-7.33877E-05
6.88246,6.37025E-05
6.88258,0.000200793
6.88271,0.000326805
6.88283,2.74219E-05
6.88295,-0.000458071
6.88307,-0.000234573
6.88319,0.00029911
6.88331,0.000407397
6.88344,1.93902E-05
6.88356,-0.000368617
6.88368,-0.000165889
6.8838,3.6838E-05
6.88392,-0.000256729
6.88404,-0.000550296
6.88417,-1.96598E-05
6.88429,0.000510977
6.88441,0.000527594
6.88453,0.000118815
6.88465,-0.000194692
6.88477,-8.28044E-05
6.8849,0.000356992
6.88502,0.000371394
6.88514,1.80057E-05
6.88526,-0.000335383
6.88538,-0.000343137
6.8855,7.45035E-05
6.88563,0.000230149
6.88575,-3.95998E-05
6.88587,-0.000309349
6.88599,-0.000153704
6.88611,0.000121585
6.88623,-2.85222E-05
6.88636,-0.00055085
6.88648,-0.00107318
6.8866,-0.000613994
6.88672,-0.000154811
6.88684,-5.01243E-05
6.88696,5.45629E-05
6.88709,2.63141E-05
6.88721,-1.93482E-06
6.88733,0.000155927
6.88745,0.000313788
6.88757,0.000499068
6.88769,0.000258952
6.88782,-0.000193861
6.88794,-0.000221279
6.88806,8.80738E-05
6.88818,0.000397427
6.8883,-4.65237E-05
6.88842,-0.000490474
6.88855,-0.000229865
6.88867,3.07453E-05
6.88879,-3.65535E-05
6.88891,-0.000103852
6.88903,-0.000255344
6.88915,1.85594E-05
6.88928,0.000292463
6.8894,0.000140972
6.88952,-7.64346E-05
6.88964,-0.00029384
6.88976,-6.81258E-05
6.88988,0.000157589
6.89,0.000303541
6.89013,2.40985E-05
6.89025,-0.000255344
6.89037,-0.000109391
6.89049,0.000415429
6.89061,0.000940249
6.89073,0.000694041
6.89086,2.2437E-05
6.89098,-0.000352276
6.8911,-0.000301595
6.89122,-0.000162289
6.89134,-2.29832E-05
6.89146,1.68979E-05
6.89159,5.67785E-05
6.89171,-0.000116038
6.89183,-0.000288855
6.89195,-0.000186937
6.89207,-8.502E-05
6.89219,-0.000452809
6.89232,-0.000820599
6.89244,-0.000696525
6.89256,-0.000147057
6.89268,7.45035E-05
6.8928,-0.000129332
6.89292,-0.000550296
6.89305,-0.000545864
6.89317,-0.0001958
6.89329,0.000154265
6.89341,0.00024732
6.89353,-8.502E-05
6.89365,-0.000443947
6.89378,-0.000377479
6.8939,0.000242889
6.89402,0.000437862
6.89414,-2.29831E-05
6.89426,-0.000483828
6.89438,-0.000191369
6.89451,0.00010109
6.89463,-7.61575E-05
6.89475,-0.000253405
6.89487,-0.000266699
6.89499,0.000145403
6.89511,0.000344807
6.89524,0.000118815
6.89536,8.37813E-05
6.89548,4.87468E-05
6.8956,-1.28741E-05
6.89572,-7.44956E-05
6.89584,0.000213948
6.89597,0.000502391
6.89609,0.000152742
6.89621,-0.000196908
6.89633,0.000164651
6.89645,0.000526209
6.89657,0.000373748
6.8967,-0.000204108
6.89682,-0.000205908
6.89694,0.000217686
6.89706,0.000286785
6.89718,-6.95106E-05
6.8973,9.92906E-05
6.89742,0.000693487
6.89755,0.00068504
6.89767,-3.23993E-05
6.89779,-0.000417498
6.89791,-9.36054E-05
6.89803,0.000230288
6.89815,-0.000154811
6.89828,-0.000566497
6.8984,-0.000269191
6.89852,0.000364886
6.89864,0.000289971
6.89876,-7.29724E-05
6.89888,-1.05202E-05
6.89901,0.000388703
6.89913,0.000362531
6.89925,-8.73739E-05
6.89937,-0.000111884
6.89949,0.000191515
6.89961,6.95181E-05
6.89974,-0.000327213
6.89986,-0.000723944
6.89998,-0.00036737
6.9001,-1.07973E-05
6.90022,-0.000192615
6.90034,-0.000374433
6.90047,-0.000201754
6.90059,-2.90759E-05
6.90071,-6.02328E-05
6.90083,-9.13898E-05
6.90095,-0.000122547
6.90107,-0.000153704
6.9012,-5.80172E-05
6.90132,3.76692E-05
6.90144,0.000133355
6.90156,0.000229042
6.90168,0.000351315
6.9018,0.000473588
6.90193,0.000241366
6.90205,9.14327E-06
6.90217,2.72836E-05
6.90229,4.54239E-05
6.90241,-0.000149134
6.90253,-0.000343691
6.90266,-1.53668E-05
6.90278,0.000312957
6.9029,0.000384272
6.90302,3.01916E-05
6.90314,-0.000136117
6.90326,-0.000302426
6.90339,-0.000282624
6.90351,-0.000262822
6.90363,3.6146E-05
6.90375,0.000335113
6.90387,0.000279585
6.90399,0.000224056
6.90412,0.000137509
6.90424,5.09624E-05
6.90436,-3.55844E-05
6.90448,-0.000122131
6.9046,-0.000221971
6.90472,-0.000321812
6.90484,7.46418E-05
6.90497,0.000471096
6.90509,0.000103721
6.90521,-0.000263653
6.90533,-0.000276531
6.90545,-0.000289409
6.90557,-0.000324443
6.9057,-0.000359477
6.90582,-0.000181814
6.90594,-4.15045E-06
6.90606,-2.81064E-05
6.90618,-5.20628E-05
6.9063,-7.60187E-05
6.90643,-9.99751E-05
6.90655,-0.000190399
6.90667,-0.000280824
6.90679,-0.00015855
6.90691,-3.62764E-05
6.90703,0.000104691
6.90716,0.000245659
6.90728,0.000173929
6.9074,0.000102198
6.90752,0.000132386
6.90764,0.000162574
6.90776,0.000192761
6.90789,0.000222948
6.90801,2.93604E-05
6.90813,-0.000164228
6.90825,-3.31971E-06
6.90837,0.000157589
6.90849,0.000252028
6.90862,0.000346468
6.90874,8.64123E-05
6.90886,-0.000173644
6.90898,-0.000329013
6.9091,-0.000484382
6.90922,-0.000285255
6.90935,-8.61278E-05
6.90947,-5.53862E-05
6.90959,-2.46447E-05
6.90971,6.0969E-06
6.90983,3.6838E-05
6.90995,-0.000217125
6.91008,-0.000471088
6.9102,-0.000725051
6.91032,-0.000979014
6.91044,-0.000439793
6.91056,9.94289E-05
6.91068,0.000142356
6.91081,0.000185283
6.91093,0.000144849
6.91105,0.000104414
6.91117,6.39791E-05
6.91129,2.35448E-05
6.91141,0.000297725
6.91154,0.000571906
6.91166,0.000207993
6.91178,-0.000155919
6.9119,6.73025E-05
6.91202,0.000290524
6.91214,0.000301049
6.91227,0.000311573
6.91239,0.000242335
6.91251,0.000173097
6.91263,0.00010386
