,mieszanina_metabolitow
1.13013,0.000219625
1.13025,5.89942E-05
1.13037,-0.000101637
1.13049,-0.000262268
1.13061,4.4039E-05
1.13073,0.000350345
1.13086,0.00042623
1.13098,7.67191E-05
1.1311,-0.000516508
1.13122,-0.00068434
1.13134,-0.000222941
1.13146,0.000238458
1.13159,3.29609E-05
1.13171,-0.000597931
1.13183,-0.000493244
1.13195,3.6838E-05
1.13207,0.000398535
1.13219,5.12395E-05
1.13232,-0.000322643
1.13244,-0.00027113
1.13256,-0.000390219
1.13268,-0.000509307
1.1328,-0.000530909
1.13292,-0.000127116
1.13305,0.000378595
1.13317,0.000175313
1.13329,-9.88673E-05
1.13341,-0.000373048
1.13353,-0.0004301
1.13365,-0.000487151
1.13378,-0.000783488
1.1339,-0.000654429
1.13402,-0.000350338
1.13414,-4.62467E-05
1.13426,-0.000211863
1.13438,-0.000377479
1.13451,-0.000450871
1.13463,-0.000524262
1.13475,-0.000491305
1.13487,-0.000458349
1.13499,-0.000183891
1.13511,9.05665E-05
1.13524,-0.00013127
1.13536,-0.000353107
1.13548,-0.000371109
1.1356,-0.000389111
1.13572,-0.000407113
1.13584,-0.000425114
1.13597,-0.000354492
1.13609,-0.00028387
1.13621,-0.000213248
1.13633,-0.000142626
1.13645,-0.000376094
1.13657,-0.000609563
1.1367,-0.000346737
1.13682,-8.39122E-05
1.13694,-0.0002775
1.13706,-0.000471088
1.13718,-0.000469703
1.1373,0.000240673
1.13743,0.000599877
1.13755,0.00025009
1.13767,-0.000436469
1.13779,-0.000414036
1.13791,-2.82452E-05
1.13803,-6.78487E-05
1.13815,-0.000461949
1.13828,-0.000856048
1.1384,-0.000425876
1.13852,4.29666E-06
1.13864,-6.18254E-05
1.13876,-0.000127947
1.13888,1.41975E-05
1.13901,0.000156342
1.13913,-2.94219E-05
1.13925,-0.000215186
1.13937,-0.000275769
1.13949,8.90433E-05
1.13961,0.000214571
1.13974,0.000340099
1.13986,0.000162089
1.13998,-1.5921E-05
1.1401,-0.000300279
1.14022,-0.000584638
1.14034,-0.000263306
1.14047,5.80247E-05
1.14059,0.000148934
1.14071,-0.000185553
1.14083,-0.000531117
1.14095,-0.000451286
1.14107,-4.35463E-05
1.1412,-6.12023E-05
1.14132,-0.000335867
1.14144,-0.000610532
1.14156,-0.00041549
1.14168,-0.000220448
1.1418,-0.000300141
1.14193,-0.000379833
1.14205,-0.000105029
1.14217,0.000169774
1.14229,-0.000339952
1.14241,-0.000849679
1.14253,-0.000863111
1.14266,-0.000167551
1.14278,0.000246628
1.1429,0.000235411
1.14302,1.14972E-05
1.14314,-0.000212417
1.14326,-0.000212002
1.14339,-0.000211586
1.14351,-0.000104822
1.14363,1.94227E-06
1.14375,-0.000123931
1.14387,-0.000249805
1.14399,-0.000428853
1.14412,-0.000182506
1.14424,0.000138756
1.14436,3.46224E-05
1.14448,-0.000158134
1.1446,-0.000350892
1.14472,-0.000324305
1.14485,-0.000297717
1.14497,-8.502E-05
1.14509,0.000127678
1.14521,0.000242335
1.14533,-6.84029E-05
1.14545,-0.00048549
1.14557,-0.000477181
1.1457,-0.000121024
1.14582,0.000235134
1.14594,0.000245659
1.14606,-0.000169212
1.14618,-0.000528209
1.1463,-0.00046181
1.14643,9.20203E-05
1.14655,0.000645851
1.14667,0.000393203
1.14679,-0.000284839
1.14691,-0.000652698
1.14703,-0.000311565
1.14716,8.93893E-05
1.14728,6.49486E-05
1.1474,-3.03914E-05
1.14752,-0.000125731
1.14764,-0.000389457
1.14776,-0.000653183
1.14789,-0.000686486
1.14801,-0.000294394
1.14813,0.000102268
1.14825,7.3534E-05
1.14837,-0.000185622
1.14849,-0.000444778
1.14862,-0.00037381
1.14874,-0.000302841
1.14886,-0.000231872
1.14898,-0.000160904
1.1491,-7.88579E-05
1.14922,3.18885E-06
1.14935,-2.11135E-05
1.14947,-4.54159E-05
1.14959,0.000105314
1.14971,0.000256044
1.14983,5.22779E-05
1.14995,-0.000151488
1.15008,-0.00047732
1.1502,-0.000803151
1.15032,-0.00049089
1.15044,-0.000178629
1.15056,8.93204E-05
1.15068,0.000357269
1.15081,0.000270722
1.15093,0.000184176
1.15105,0.000385657
1.15117,0.000587138
1.15129,0.000434123
1.15141,0.000281108
1.15154,0.000172405
1.15166,6.37025E-05
1.15178,0.000309495
1.1519,0.000555289
1.15202,0.000441047
1.15214,0.000326805
1.15227,0.000425261
1.15239,0.000523716
1.15251,0.00037624
1.15263,0.000228764
1.15275,0.000187637
1.15287,0.000146511
1.15299,0.000247182
1.15312,0.000347853
1.15324,0.000448524
1.15336,0.000549196
1.15348,0.000483697
1.1536,0.000418198
1.15372,0.0003527
1.15385,0.000287201
1.15397,0.000203008
1.15409,0.000118815
1.15421,0.000362531
1.15433,0.000606247
1.15445,0.000858826
1.15458,0.000686009
1.1547,0.000397981
1.15482,0.000109953
1.15494,0.000118815
1.15506,0.000127678
1.15518,0.00013654
1.15531,0.000145403
1.15543,0.000107737
1.15555,7.00722E-05
1.15567,-7.39419E-05
1.15579,-0.000217956
1.15591,-0.000373048
1.15604,-0.00052814
1.15616,-7.17263E-05
1.15628,0.000384687
1.1564,0.000278339
1.15652,-0.000253405
1.15664,-0.000474965
1.15677,1.24667E-05
1.15689,0.000340376
1.15701,0.000242889
1.15713,5.67785E-05
1.15725,0.000296063
1.15737,0.000847748
1.1575,0.000974037
1.15762,0.000329297
1.15774,-0.000315442
1.15786,-0.000396727
1.15798,-5.26165E-05
1.1581,0.000105383
1.15823,-0.000162012
1.15835,-0.000252159
1.15847,8.30889E-05
1.15859,0.000604447
1.15871,0.00070041
1.15883,0.000341068
1.15896,-1.82749E-05
1.15908,0.000109815
1.1592,0.000663299
1.15932,0.000995224
1.15944,0.000901753
1.15956,0.000719659
1.15969,0.000537564
1.15981,0.000251336
1.15993,-3.4892E-05
1.16005,0.000148587
1.16017,0.000332067
1.16029,0.000387041
1.16042,1.66208E-05
1.16054,-0.000141102
1.16066,0.00012657
1.16078,0.000282354
1.1609,0.000438139
1.16102,0.000593923
1.16114,0.000749708
1.16127,0.000918786
1.16139,0.000662468
1.16151,0.000193453
1.16163,0.000149834
1.16175,0.000382887
1.16187,0.00061594
1.162,0.000662884
1.16212,0.000709827
1.16224,0.00119989
1.16236,0.00168995
1.16248,0.00128491
1.1626,0.000879874
1.16273,0.00078945
1.16285,0.00112442
1.16297,0.0014328
1.16309,0.00174119
1.16321,0.00154885
1.16333,0.0013565
1.16346,0.00116416
1.16358,0.000971822
1.1637,0.00105144
1.16382,0.00113107
1.16394,0.000997993
1.16406,0.000864919
1.16419,0.000470404
1.16431,7.58884E-05
1.16443,0.000177667
1.16455,0.000279447
1.16467,0.000467634
1.16479,0.000655822
1.16492,0.000631311
1.16504,0.000606801
1.16516,0.000480374
1.16528,0.000353946
1.1654,0.000227518
1.16552,0.00010109
1.16565,-0.000352969
1.16577,-0.000807028
1.16589,-0.000720481
1.16601,-0.000208539
1.16613,7.07647E-05
1.16625,0.000350069
1.16638,0.000549611
1.1665,0.000749154
1.16662,0.000250782
1.16674,-0.000247589
1.16686,-0.000231942
1.16698,0.000209101
1.16711,0.000335529
1.16723,3.65614E-05
1.16735,-4.97089E-05
1.16747,0.000289416
1.16759,0.000602093
1.16771,0.000489375
1.16784,0.000270307
1.16796,0.000476635
1.16808,0.000640866
1.1682,0.000379702
1.16832,-9.4159E-05
1.16844,-0.000142626
1.16856,0.000318496
1.16869,0.000354223
1.16881,1.77287E-05
1.16893,-0.000318766
1.16905,-7.92039E-05
1.16917,0.000160358
1.16929,0.000187222
1.16942,0.000214086
1.16954,0.00037901
1.16966,0.000543934
1.16978,0.000354361
1.1699,0.000164789
1.17002,0.000154681
1.17015,0.000144572
1.17027,5.47017E-05
1.17039,-3.51686E-05
1.17051,-0.000222526
1.17063,1.5513E-05
1.17075,0.000342175
1.17088,0.000668838
1.171,0.000470404
1.17112,-0.000153427
1.17124,-0.000582283
1.17136,-0.000302149
1.17148,-2.10442E-05
1.17161,0.00026006
1.17173,0.00023098
1.17185,0.0002019
1.17197,0.000296894
1.17209,0.000391888
1.17221,0.000274184
1.17234,0.000156481
1.17246,0.000275292
1.17258,0.000394104
1.1727,0.000699026
1.17282,0.00100395
1.17294,0.00113162
1.17307,0.0008339
1.17319,0.000562766
1.17331,0.000291632
1.17343,0.000526486
1.17355,0.000761339
1.17367,0.000765771
1.1738,0.000344807
1.17392,-3.62764E-05
1.17404,8.03545E-06
1.17416,0.000140972
1.17428,0.000273908
1.1744,0.000287201
1.17453,0.000300494
1.17465,0.000313788
1.17477,0.000327082
1.17489,-2.29832E-05
1.17501,-0.000373048
1.17513,3.01916E-05
1.17526,0.000433431
1.17538,0.00058603
1.1755,0.000313235
1.17562,0.000279723
1.17574,0.000246212
1.17586,4.87468E-05
1.17598,-0.000148718
1.17611,-0.00025756
1.17623,5.89942E-05
1.17635,0.000170051
1.17647,-0.000144287
1.17659,-0.000245928
1.17671,7.78269E-05
1.17684,0.000202178
1.17696,-9.88673E-05
1.17708,-0.000399912
1.1772,-0.000275562
1.17732,-9.13898E-05
1.17744,-0.000332613
1.17757,-0.000759947
1.17769,-0.000761886
1.17781,-0.000528971
1.17793,-0.000296056
1.17805,-0.000275838
1.17817,-0.000255621
1.1783,9.47206E-05
1.17842,1.96672E-05
1.17854,-0.000454194
1.17866,-0.000928055
1.17878,-0.000586576
1.1789,-0.000245097
1.17903,-1.88285E-05
1.17915,-0.000217956
1.17927,-0.00034646
1.17939,-0.000474965
1.17951,-0.000275562
1.17963,-7.61575E-05
1.17976,0.000189715
1.17988,0.000455587
1.18,0.000366963
1.18012,0.000278339
1.18024,0.000151495
1.18036,2.46526E-05
1.18049,-0.000102191
1.18061,-0.000229034
1.18073,-5.01242E-05
1.18085,0.000128786
1.18097,-0.000162012
1.18109,-0.00045281
1.18122,-0.000686555
1.18134,-0.000494906
1.18146,5.12395E-05
1.18158,0.00017199
1.1817,-0.000159242
1.18182,-0.000490475
1.18195,-0.000236788
1.18207,1.68979E-05
1.18219,-0.000103299
1.18231,-0.00064889
1.18243,-0.000884297
1.18255,-0.000410713
1.18268,7.17337E-05
1.1828,0.000128786
1.18292,-0.000168659
1.18304,-0.000466103
1.18316,-0.000223495
1.18328,1.91135E-05
1.1834,4.90239E-05
1.18353,7.89347E-05
1.18365,-4.18155E-05
1.18377,-0.000162566
1.18389,7.11801E-05
1.18401,0.000304926
1.18413,0.000135432
1.18426,-3.40608E-05
1.18438,-0.00011493
1.1845,0.000229595
1.18462,0.000263937
1.18474,-0.000127116
1.18486,-0.000491582
1.18499,-0.000430653
1.18511,-0.000310457
1.18523,-0.000190261
1.18535,-7.00643E-05
1.18547,5.01317E-05
1.18559,0.000205778
1.18572,-6.39716E-05
1.18584,-0.000360308
1.18596,-0.000231249
1.18608,6.37351E-06
1.1862,-0.000181398
1.18632,-0.000528694
1.18645,-0.000166997
1.18657,0.000367517
1.18669,0.000476635
1.18681,-5.23399E-05
1.18693,-0.000581314
1.18705,-0.000478289
1.18718,-0.000375263
1.1873,-0.000298825
1.18742,-0.000222387
1.18754,-0.00015038
1.18766,-0.000503768
1.18778,-0.000671046
1.18791,-0.000412928
1.18803,8.1704E-05
1.18815,0.000150942
1.18827,-0.000391326
1.18839,-0.000508199
1.18851,-0.000252851
1.18864,2.49641E-06
1.18876,-0.000211863
1.18888,-0.000426222
1.189,-5.59399E-05
1.18912,0.000314342
1.18924,4.65317E-05
1.18937,-0.000221279
1.18949,0.000126847
1.18961,0.000474973
1.18973,0.00030908
1.18985,-0.000282208
1.18997,-0.000480781
1.1901,-0.000253959
1.19022,-0.000293009
1.19034,-0.000332059
1.19046,-0.000171705
1.19058,-1.1351E-05
1.1907,-6.36945E-05
1.19082,-0.000116038
1.19095,6.81337E-05
1.19107,0.000252306
1.19119,0.000321266
1.19131,-3.51686E-05
1.19143,-0.000240942
1.19155,-0.000446716
1.19168,-0.00046638
1.1918,-0.000486043
1.19192,-0.000195523
1.19204,9.49977E-05
1.19216,-0.000110776
1.19228,-0.00031655
1.19241,-5.70477E-05
1.19253,0.000202454
1.19265,0.000107461
1.19277,-0.000412928
1.19289,-0.000708088
1.19301,-0.000294256
1.19314,0.000119577
1.19326,-0.000175582
1.19338,-0.000577091
1.1935,-0.000553204
1.19362,-0.000174821
1.19374,0.000203562
1.19387,7.01416E-05
1.19399,-6.32792E-05
1.19411,-0.000170113
1.19423,-0.000276946
1.19435,-0.000428092
1.19447,-0.000153842
1.1946,0.000279931
1.19472,4.71202E-06
1.19484,-0.000694795
1.19496,-0.0013943
1.19508,-0.00117212
1.1952,-0.00052454
1.19533,-0.000506192
1.19545,-0.000487844
1.19557,-0.000256798
1.19569,-2.57525E-05
1.19581,0.000118885
1.19593,-0.000161874
1.19606,-0.000442632
1.19618,-0.000297994
1.1963,8.14963E-05
1.19642,0.000460987
1.19654,0.000370771
1.19666,0.000280554
1.19679,0.000107737
1.19691,-6.50794E-05
1.19703,-2.51988E-05
1.19715,1.46823E-05
1.19727,2.35448E-05
1.19739,3.24068E-05
1.19752,4.12692E-05
1.19764,5.01317E-05
1.19776,-0.0001958
1.19788,-0.000441731
1.198,-0.000191369
1.19812,5.89942E-05
1.19824,-1.41207E-05
1.19837,-8.72356E-05
1.19849,5.23473E-05
1.19861,0.00019193
1.19873,5.45629E-05
1.19885,-8.28044E-05
1.19897,0.000107737
1.1991,0.000298279
1.19922,0.000289416
1.19934,-0.000144841
1.19946,-0.000392988
1.19958,-0.00021574
1.1997,7.22879E-05
1.19983,-6.50794E-05
1.19995,-0.000202447
1.20007,8.55816E-05
1.20019,0.000475527
1.20031,0.000440077
1.20043,3.24068E-05
1.20056,-0.000375263
1.20068,-0.000159589
1.2008,5.60861E-05
1.20092,0.000298348
1.20104,0.000115215
1.20116,-0.000209717
1.20129,-0.000534648
1.20141,-0.000274661
1.20153,-1.46744E-05
1.20165,0.00023645
1.20177,6.21793E-05
1.20189,-8.55043E-05
1.20202,-0.000233188
1.20214,-0.000318835
1.20226,-0.000404482
1.20238,-2.04211E-05
1.2025,0.000363639
1.20262,0.000429761
1.20275,7.04876E-05
1.20287,-0.000102676
1.20299,0.000149557
1.20311,0.000153642
1.20323,-0.000267668
1.20335,-0.000662392
1.20348,-0.000631719
1.2036,-0.000494698
1.20372,-0.000357677
1.20384,-0.000220656
1.20396,-8.36351E-05
1.20408,0.00017746
1.20421,1.31591E-05
1.20433,-0.000390426
1.20445,-0.000368617
1.20457,0.000119369
1.20469,0.00018196
1.20481,1.41282E-05
1.20494,-0.000153704
1.20506,0.000183622
1.20518,0.000520947
1.2053,0.000361978
1.20542,0.000203008
1.20554,0.000741953
1.20566,0.0012809
1.20579,0.00103995
1.20591,0.000373609
1.20603,0.000354223
1.20615,0.00104383
1.20627,0.00153846
1.20639,0.0013241
1.20652,0.000883751
1.20664,0.00115239
1.20676,0.00161601
1.20688,0.00207962
1.207,0.00199377
1.20712,0.00190791
1.20725,0.00247788
1.20737,0.00347323
1.20749,0.00404098
1.20761,0.00418333
1.20773,0.00409526
1.20785,0.00400719
1.20798,0.00429578
1.2081,0.00458436
1.20822,0.00487294
1.20834,0.00516152
1.20846,0.00548015
1.20858,0.00579878
1.20871,0.0060022
1.20883,0.00578023
1.20895,0.00511956
1.20907,0.0044589
1.20919,0.00426794
1.20931,0.00407699
1.20944,0.00370158
1.20956,0.00332617
1.20968,0.00330526
1.2098,0.00328435
1.20992,0.00312165
1.21004,0.00295894
1.21017,0.00279623
1.21029,0.00263352
1.21041,0.00242318
1.21053,0.00221283
1.21065,0.00176321
1.21077,0.00173897
1.2109,0.00186097
1.21102,0.00198297
1.21114,0.00191885
1.21126,0.00185474
1.21138,0.00158956
1.2115,0.00132438
1.21163,0.0010592
1.21175,0.00079402
1.21187,0.00060417
1.21199,0.000414321
1.21211,0.000224472
1.21223,3.46224E-05
1.21236,-7.05849E-06
1.21248,-4.87394E-05
1.2126,-9.04202E-05
1.21272,-0.000132101
1.21284,1.23279E-05
1.21296,0.000156757
1.21308,8.84891E-05
1.21321,2.02213E-05
1.21333,0.00018016
1.21345,0.000340099
1.21357,0.000172128
1.21369,4.15789E-06
1.21381,-0.000146087
1.21394,0.000129063
1.21406,0.00061691
1.21418,0.000679362
1.2143,0.00046431
1.21442,0.000249259
1.21454,0.000362116
1.21467,0.000474973
1.21479,0.000525794
1.21491,0.000576614
1.21503,0.00098193
1.21515,0.00138725
1.21527,0.0012298
1.2154,0.00107235
1.21552,0.00100353
1.21564,0.00136011
1.21576,0.00151284
1.21588,0.00124019
1.216,0.000994116
1.21613,0.00117344
1.21625,0.00150994
1.21637,0.00184643
1.21649,0.00220951
1.21661,0.00257259
1.21673,0.00244824
1.21686,0.00232389
1.21698,0.00241224
1.2171,0.00320958
1.21722,0.00382081
1.21734,0.00400664
1.21746,0.0039975
1.21759,0.00441376
1.21771,0.00490977
1.21783,0.0049804
1.21795,0.00510419
1.21807,0.00522799
1.21819,0.00555008
1.21832,0.00587217
1.21844,0.00595498
1.21856,0.00603779
1.21868,0.00595664
1.2188,0.0054501
1.21892,0.00515626
1.21905,0.00486242
1.21917,0.00445114
1.21929,0.00361448
1.21941,0.00321207
1.21953,0.00351865
1.21965,0.00385626
1.21978,0.00348487
1.2199,0.00267922
1.22002,0.00229897
1.22014,0.00237007
1.22026,0.00244118
1.22038,0.00218438
1.2205,0.00192758
1.22063,0.0018303
1.22075,0.00173302
1.22087,0.00142304
1.22099,0.00111307
1.22111,0.00126061
1.22123,0.00140816
1.22136,0.00105941
1.22148,0.000710657
1.2216,0.000525862
1.22172,0.000341068
1.22184,0.000156273
1.22196,-2.85222E-05
1.22209,7.49882E-05
1.22221,0.000178498
1.22233,6.93104E-05
1.22245,-3.98769E-05
1.22257,9.02205E-05
1.22269,0.000220317
1.22282,0.000137717
1.22294,5.51171E-05
1.22306,0.000102129
1.22318,0.000149142
1.2233,0.000196154
1.22342,0.000243166
1.22355,-5.98864E-05
1.22367,-0.000362939
1.22379,-0.000151972
1.22391,0.000484389
1.22403,0.000770063
1.22415,0.000630342
1.22428,0.000277923
1.2244,0.0003509
1.22452,0.000813821
1.22464,0.000851348
1.22476,0.000374855
1.22488,-0.000101637
1.22501,0.000230565
1.22513,0.000562766
1.22525,0.000664545
1.22537,0.000340929
1.22549,-1.81366E-05
1.22561,4.81931E-05
1.22574,0.000203147
1.22586,0.0003581
1.22598,0.000257429
1.2261,0.000156757
1.22622,0.000410582
1.22634,0.000664407
1.22647,0.000559304
1.22659,0.000454202
1.22671,0.000349099
1.22683,0.000243997
1.22695,0.000426922
1.22707,0.000609848
1.2272,0.000438277
1.22732,0.000266707
1.22744,0.000454064
1.22756,0.00064142
1.22768,0.000474281
1.2278,0.000307141
1.22792,9.85982E-05
1.22805,-0.000109945
1.22817,-0.000105791
1.22829,-0.000101637
1.22841,-0.000208262
1.22853,-0.000314888
1.22865,-6.7018E-05
1.22878,0.000180852
1.2289,0.000100814
1.22902,2.0775E-05
1.22914,-5.92633E-05
1.22926,-0.000139302
1.22938,-0.000423176
1.22951,-0.000707049
1.22963,-0.000875712
1.22975,-0.000618979
1.22987,-0.000613164
1.22999,-0.000607348
1.23011,-0.000574945
1.23024,-0.000542541
1.23036,-0.00070068
1.23048,-0.000858818
1.2306,-0.000928333
1.23072,-0.000572452
1.23084,-0.000471365
1.23097,-0.000795674
1.23109,-0.000907284
1.23121,-0.0005935
1.23133,-0.000297441
1.23145,-0.000426776
1.23157,-0.000786534
1.2317,-0.00114629
1.23182,-0.00106155
1.23194,-0.000976799
1.23206,-0.000564144
1.23218,-0.000151488
1.2323,9.27821E-05
1.23243,-8.83434E-05
1.23255,-0.000482166
1.23267,-0.000450594
1.23279,-0.000255621
1.23291,-6.06482E-05
1.23303,-0.000193584
1.23316,-0.00032652
1.23328,-0.00032652
1.2334,-0.00032652
1.23352,-0.000539218
1.23364,-0.000751915
1.23376,-0.000790135
1.23389,-0.000828354
1.23401,-0.000512077
1.23413,-0.0001958
1.23425,-9.22205E-05
1.23437,1.13589E-05
1.23449,-0.000150934
1.23462,0.000112168
1.23474,0.000347022
1.23486,0.000156481
1.23498,-5.17857E-05
1.2351,0.000165343
1.23522,0.000541995
1.23535,0.000209655
1.23547,-0.000317658
1.23559,-0.000419575
1.23571,-2.79681E-05
1.23583,-6.1756E-05
1.23595,-0.000587407
1.23607,-0.000900361
1.2362,-0.000477735
1.23632,-5.51092E-05
1.23644,-0.000115484
1.23656,-0.000175859
1.23668,-0.000226264
1.2368,-0.000276669
1.23693,-0.000327074
1.23705,-0.000377479
1.23717,-8.66815E-05
1.23729,0.000204116
1.23741,-0.000143179
1.23753,-0.000490475
1.23766,-0.000451702
1.23778,-0.000412928
1.2379,-0.000188045
1.23802,3.6838E-05
1.23814,0.000266153
1.23826,7.00722E-05
1.23839,-0.000360862
1.23851,-0.000579099
1.23863,-0.000298825
1.23875,-1.85519E-05
1.23887,5.34551E-05
1.23899,-8.72356E-05
1.23912,1.13589E-05
1.23924,0.000322651
1.23936,0.000412382
1.23948,7.67191E-05
1.2396,-0.000200369
1.23972,-5.20628E-05
1.23985,0.000162712
1.23997,0.000164789
1.24009,-4.14001E-05
1.24021,-0.000247589
1.24033,-0.000112576
1.24045,2.2437E-05
1.24058,0.000144156
1.2407,0.000265876
1.24082,0.000174898
1.24094,8.39196E-05
1.24106,6.8272E-05
1.24118,5.26244E-05
1.24131,3.69768E-05
1.24143,2.13291E-05
1.24155,0.000100952
1.24167,0.000180575
1.24179,4.75007E-05
1.24191,-8.55736E-05
1.24204,-0.000105652
1.24216,-0.000125731
1.24228,-0.00014581
1.2424,-0.000165889
1.24252,-1.86902E-05
1.24264,0.000128509
1.24277,0.000169359
1.24289,0.000210209
1.24301,3.6146E-05
1.24313,-0.000137917
1.24325,2.92221E-05
1.24337,0.000196361
1.24349,0.000122208
1.24362,-0.000164643
1.24374,-0.000371732
1.24386,-0.000153427
1.24398,-9.46438E-05
1.2441,-0.000248559
1.24422,-0.000309418
1.24435,5.51171E-05
1.24447,0.000426299
1.24459,0.000372086
1.24471,-0.000151834
1.24483,-0.000250359
1.24495,-7.85808E-05
1.24508,9.31974E-05
1.2452,7.88653E-05
1.24532,6.45332E-05
1.24544,1.91825E-05
1.24556,-2.61678E-05
1.24568,-7.15186E-05
1.24581,-0.000116869
1.24593,-4.25773E-05
1.24605,3.17148E-05
1.24617,-0.000221903
1.24629,-0.000475519
1.24641,-0.000340298
1.24654,0.000220317
1.24666,0.000568236
1.24678,0.000490759
1.2469,-2.09752E-05
1.24702,-0.00053271
1.24714,-0.000557012
1.24727,-0.000155919
1.24739,0.000125324
1.24751,-1.88285E-05
1.24763,-0.000242743
1.24775,-0.000253959
1.24787,-9.679E-05
1.248,-0.000152319
1.24812,-0.000221141
1.24824,-7.72653E-05
1.24836,-2.64449E-05
1.24848,-0.00040102
1.2486,-0.000576191
1.24873,-0.000325966
1.24885,0.000309772
1.24897,0.000520116
1.24909,0.000500037
1.24921,0.000479958
1.24933,0.000614833
1.24946,0.000749708
1.24958,0.000671885
1.2497,0.000594062
1.24982,0.000596
1.24994,0.000597939
1.25006,0.000453648
1.25019,0.000522055
1.25031,0.000911723
1.25043,0.000875997
1.25055,0.00061871
1.25067,0.000574121
1.25079,0.000715643
1.25091,0.000857164
1.25104,0.000657483
1.25116,0.000457802
1.25128,0.000515408
1.2514,0.000573013
1.25152,0.000417921
1.25164,0.000262829
1.25177,0.000373609
1.25189,0.000484389
1.25201,0.000240673
1.25213,-3.04263E-06
1.25225,0.0002728
1.25237,0.000548642
1.2525,0.00032819
1.25262,0.000107737
1.25274,-0.000227926
1.25286,-0.000563589
1.25298,-0.000828354
1.2531,-0.000384126
1.25323,0.000343283
1.25335,0.000645298
1.25347,-8.95895E-05
1.25359,-0.000824476
1.25371,-0.000628811
1.25383,-7.75093E-06
1.25396,0.000179052
1.25408,-0.000343137
1.2542,-0.000844832
1.25432,-0.000637535
1.25444,-0.000235265
1.25456,0.000167005
1.25469,4.19617E-05
1.25481,-8.3081E-05
1.25493,4.57373E-06
1.25505,9.22284E-05
1.25517,6.61947E-05
1.25529,4.01614E-05
1.25542,1.41282E-05
1.25554,-1.19051E-05
1.25566,-0.000130993
1.25578,-0.000250082
1.2559,-0.000156473
1.25602,-6.28638E-05
1.25615,-8.72356E-05
1.25627,-0.000111607
1.25639,-0.000348676
1.25651,-0.000585746
1.25663,-0.000441731
1.25675,-0.000297717
1.25688,-0.000366401
1.257,-0.000435085
1.25712,-0.000331505
1.25724,-0.000227926
1.25736,-0.000620641
1.25748,-0.00101336
1.25761,-0.000754685
1.25773,-0.000496014
1.25785,-0.00045004
1.25797,-0.000404066
1.25809,-0.000322643
1.25821,-0.00024122
1.25833,-0.000159796
1.25846,-7.83731E-05
1.25858,-5.01242E-05
1.2587,-2.18754E-05
1.25882,6.37351E-06
1.25894,3.46224E-05
1.25906,0.000276954
1.25919,0.000519285
1.25931,0.000974314
1.25943,0.00142934
1.25955,0.00129281
1.25967,0.00115627
1.25979,0.000807036
1.25992,0.000457802
1.26004,0.000532302
1.26016,0.000606801
1.26028,0.000574952
1.2604,0.000543103
1.26052,0.000411551
1.26065,0.00028
1.26077,0.000361147
1.26089,0.000442293
1.26101,0.000328467
1.26113,0.00021464
1.26125,0.000100814
1.26138,-1.30129E-05
1.2615,-0.000175582
1.26162,-0.000338152
1.26174,-0.000288024
1.26186,-0.000237896
1.26198,-7.08955E-05
1.26211,9.61055E-05
1.26223,-0.000233188
1.26235,-0.000562482
1.26247,-0.000439793
1.26259,-0.000317104
1.26271,-0.000407113
1.26284,-0.000497121
1.26296,-0.00050363
1.26308,-0.000510138
1.2632,-0.000729344
1.26332,-0.00094855
1.26344,-0.000994939
1.26357,-0.00104133
1.26369,-0.00108772
1.26381,-0.00113411
1.26393,-0.00149179
1.26405,-0.00184947
1.26417,-0.00199445
1.2643,-0.00213943
1.26442,-0.00185459
1.26454,-0.00156975
1.26466,-0.0017812
1.26478,-0.00199265
1.2649,-0.00177372
1.26503,-0.00155479
1.26515,-0.00183216
1.26527,-0.00210952
1.26539,-0.00216976
1.26551,-0.00223
1.26563,-0.00229023
1.26575,-0.00235047
1.26588,-0.00203904
1.266,-0.00172761
1.26612,-0.00191247
1.26624,-0.00209734
1.26636,-0.00180363
1.26648,-0.00150993
1.26661,-0.00157072
1.26673,-0.00163151
1.26685,-0.00162403
1.26697,-0.00161655
1.26709,-0.00160908
1.26721,-0.0016016
1.26734,-0.00143681
1.26746,-0.00127203
1.26758,-0.00143515
1.2677,-0.00159827
1.26782,-0.00164674
1.26794,-0.00126981
1.26807,-0.000786534
1.26819,-0.000728651
1.26831,-0.000717297
1.26843,-0.000705942
1.26855,-0.000508477
1.26867,-0.000311011
1.2688,-0.00016949
1.26892,-2.79681E-05
1.26904,0.000326251
1.26916,0.00068047
1.26928,0.00104355
1.2694,0.00140663
1.26953,0.00130001
1.26965,0.00119338
1.26977,0.00113107
1.26989,0.00149415
1.27001,0.00208765
1.27013,0.00268116
1.27026,0.00271633
1.27038,0.00232611
1.2705,0.00214858
1.27062,0.00239645
1.27074,0.00264986
1.27086,0.00290327
1.27099,0.00297057
1.27111,0.00303787
1.27123,0.00281271
1.27135,0.00258755
1.27147,0.00271688
1.27159,0.00284622
1.27172,0.00237845
1.27184,0.00191068
1.27196,0.00181513
1.27208,0.00214498
1.2722,0.0021868
1.27232,0.00180323
1.27245,0.00144624
1.27257,0.00151464
1.27269,0.00138101
1.27281,0.00124739
1.27293,0.00121124
1.27305,0.0016005
1.27317,0.00190556
1.2733,0.00150163
1.27342,0.000787511
1.27354,0.000498791
1.27366,0.000463757
1.27378,0.000428722
1.2739,-3.17069E-05
